name,price,price_reduced,place,guests,bedrooms,beds,bathrooms,lat,lng,nr_of_ratings,rating_overall,rating_valueformoney,rating_location,rating_checkin,rating_communication,rating_cleanliness,rating_data_accuracy,comments,list_ameneties
Neu: Hübsches Studio am See in der Stadt,79 CHF ,,"Zürich, Schweiz",2 Gäste,Studio,1 Bett,1 Badezimmer,47.35067,8.56311,52 Bewertungen,"4,17 ·","4,1","4,7","4,4","4,5","4,3","4,3","['Die Wohnung war in einer super Lage direkt am Bahnhof und ganz in der Nähe des Zürich See´s. Die Kommunikation mit Christian war nicht exzellent, aber mehr als ausreichend. Die Wohnung hatte alles, was man braucht. Das Bett war gemütlich, Bad hat gepasst und das WIFI war gut. (Ca. 90 Mbit/s)\n\nInsgesamt ist die Wohnung sehr alt, aber sauber. Falls du großen Wert auf eine gute Küche legst, ist das nicht die Wohnung, mit der du glücklich wirst. Ich habe sie nicht gebraucht, daher kein Problem.\n\nAll in all kann ich diese Wohnung weiterempfehlen.', 'Die Lage der Unterkunft ist in Ordnung. Man wohnt direkt am Bahnhof. Dies hat auf Grund der Anbindung viele Vorteile, aber wegen des hohen Lärmspiegels auch deutliche Nachteile.\nLeider war nicht ganz ersichtlich, ob das Zimmer vorher geputzt wurde. Auf dem Balkontisch waren noch Brotkrümel vom Vormieter, die Bettlaken waren schmutzig und generell war das Apartment etwas heruntergekommen ( leider überhaupt nicht mit den Online-Bildern zu vergleichen).\nKommunikation und Check-in war jedoch ohne Probleme.', 'Die Lage ist super und ruhig. Preis-Leistungsverhältnis stimmt. Chris war sehr nett und unkompliziert. Alle Fragen waren schnell geklärt und der Check In war ebenfalls top.\nFür vergleichsweise wenig Geld bekommt man ein kleines Apartment mit Balkon und Blick auf den See. Für mich alleine war es optimal, da die Tram und auch ein schöner, kleiner Park in unmittelbarer Nähe sind. Zwei Personen würde ich es nur für ein paar Tage empfehlen, da es dafür doch sehr klein ist. Insgesamt aber ein super Apartment, was ich nur empfehlen kann, besonders für Alleinreisende! :)', 'Die Unterkunft ist zwar klein aber dafür sehr sauber. Für uns war es genau das richtige, da ich neben an wohne und meine Etern so über die garage zu mir laufen konnten.', 'Trotz sehr kurzfristiger Buchung hat alles sehr gut geklappt. Das Appartment ist trotz Nähe zum Zentrum sehr ruhig. In 2 Minuten vom Bahnhof zu Fusss erreichbar.', 'Hallo Airbnb Nutzer,\naus meiner Sicht ist diese Zimmer kein Studio. Die Qualität ist nicht zumutbar.\nIm Bad funktioniert der Ventilator nicht und riecht muffig. Schimmel in der Duschkabine.\nDas Bett knarrt bei jeder Bewegung. Die Vorhänge sind mit dünnen Parket Band zusammengeschnürt.\nDie Möbel fallen auseinander und sind abgewohnt. Die Sauberkeit ist nicht akzeptabel.\nDer Kühlschrank ist verdreckt die Lampen vom Staub verklebt. Auf dem Balkon waren noch alte Kippen (ich bin Nichtraucher).\nEine Mikrowelle auf dem Esstisch, wo dann kein Platz mehr auf dem Tisch mehr ist.\nDieses Zimmer ist den Preis nicht wert. Die Lokation ist nahe am See und (leider) direkt am Bahnhof, wo die Bahn in Minutentakt fährt.', 'sorry aber das war nicht unsere Wohnung sondern eine andere', 'Die Wohnung war in einer super Lage direkt am Bahnhof und ganz in der Nähe des Zürich See´s. Die Kommunikation mit Christian war nicht exzellent, aber mehr als ausreichend. Die Wohnung hatte alles, was man braucht. Das Bett war gemütlich, Bad hat gepasst und das WIFI war gut. (Ca. 90 Mbit/s)\n\nInsgesamt ist die Wohnung sehr alt, aber sauber. Falls du großen Wert auf eine gute Küche legst, ist das nicht die Wohnung, mit der du glücklich wirst. Ich habe sie nicht gebraucht, daher kein Problem.\n\nAll in all kann ich diese Wohnung weiterempfehlen.', 'Die Lage der Unterkunft ist in Ordnung. Man wohnt direkt am Bahnhof. Dies hat auf Grund der Anbindung viele Vorteile, aber wegen des hohen Lärmspiegels auch deutliche Nachteile.\nLeider war nicht ganz ersichtlich, ob das Zimmer vorher geputzt wurde. Auf dem Balkontisch waren noch Brotkrümel vom Vormieter, die Bettlaken waren schmutzig und generell war das Apartment etwas heruntergekommen ( leider überhaupt nicht mit den Online-Bildern zu vergleichen).\nKommunikation und Check-in war jedoch ohne Probleme.', 'Hallo Kristina\nDanke für dein Feedack. Es ist das erste Mal wor wir eine Reklamation bezüglich der Sauberkeit erhalten und die Bettlaken waren ganz bestimmt nich schmutzig sondern vielleicht nicht gut gebügelt. Es kann sein dass es draussen im Balkon Brotkrümmer von Vögel hat.', 'Die Lage ist super und ruhig. Preis-Leistungsverhältnis stimmt. Chris war sehr nett und unkompliziert. Alle Fragen waren schnell geklärt und der Check In war ebenfalls top.\nFür vergleichsweise wenig Geld bekommt man ein kleines Apartment mit Balkon und Blick auf den See. Für mich alleine war es optimal, da die Tram und auch ein schöner, kleiner Park in unmittelbarer Nähe sind. Zwei Personen würde ich es nur für ein paar Tage empfehlen, da es dafür doch sehr klein ist. Insgesamt aber ein super Apartment, was ich nur empfehlen kann, besonders für Alleinreisende! :)', 'Die Unterkunft ist zwar klein aber dafür sehr sauber. Für uns war es genau das richtige, da ich neben an wohne und meine Etern so über die garage zu mir laufen konnten.', 'Gute Lage, schnelle Kommunikation']","['Föhn', 'Reinigungsprodukte', 'Shampoo', 'Seife oder Duschgel', 'Warmwasser', 'Duschgel', 'Waschmaschine\xa0– im Gebäude: Kostenlos', 'Trockner\xa0– im Gebäude: Kostenlos', 'Grundausstattung', 'Kleiderbügel', 'Bettwäsche', 'Abdunklung', 'Bügeleisen', 'Wäscheständer für Kleidung', 'Aufbewahrung von Kleidung: Einbauschrank', 'Fernseher mit Normaler Kabelanschluss', 'Tragbare Ventilatoren', 'Heizung', 'WLAN', 'Küche', 'Kühlschrank', 'Mikrowelle', 'Grundausstattung zum Kochen', 'Geschirr und Besteck', 'Gefrierschrank', 'Herd', 'Wasserkocher', 'Kaffeemaschine: Nespresso-Maschine', 'Weingläser', 'Kaffee', 'Esstisch', 'Privat Innenhof oder Balkon', 'Aufzug', 'Kostenpflichtiges Parken auf der Straße außerhalb des Grundstücks', 'Langzeitaufenthalte sind möglich', 'Reinigung während des Aufenthalts möglich']"
Nette kleine Wohnungen Nähe Zürich mit Balkon,79 CHF ,,"Zollikon, Zürich, Schweiz",2 Gäste,1 Schlafzimmer,1 Bett,1 Badezimmer,47.34491,8.57581,13 Bewertungen,"4,85 ·","4,8","4,8","4,8","4,5","4,9","4,9","['Sehr gemütliche und schöne Wohnung, gut ausgestattet und die Lage ist auch super. Die Kommunikation war problemlos, der Gastgeber ist sehr nett und antwortet schnell. Rundum empfehlenswert', 'Meine Bewertung muss kommentiert werden! Der Aufenthalt musste nämlich von mir leider storniert werden. Und bei der Anmeldung lief auch nicht alles so rund. Trotzdem, die Kommunikation mit Reinhold war hervorragend, nämlich geduldig, zurückhaltend, freundlich. Ich würd‘s wieder probieren. Hoffentlich erschreckt ihn dies nicht allzu sehr.', 'De accommodatie is prima, zeer geschikt als uitvalsbasis voor bezoek aan Zürich en omgeving. Reinhold reageert snel en duidelijk op vragen.\nZeker voor herhaling vatbaar.', 'top location, clean. real value for money. will definetly book again soon', 'Alles war sehr gut, sauber und ordentlich.\nDie Ausstattung war auf gutem Niveau, Internet sehr schnell, kein TV vorhanden.', 'Super Kommunikation!\nAlles bestens.', 'Sehr gemütliche und schöne Wohnung, gut ausgestattet und die Lage ist auch super. Die Kommunikation war problemlos, der Gastgeber ist sehr nett und antwortet schnell. Rundum empfehlenswert', 'Meine Bewertung muss kommentiert werden! Der Aufenthalt musste nämlich von mir leider storniert werden. Und bei der Anmeldung lief auch nicht alles so rund. Trotzdem, die Kommunikation mit Reinhold war hervorragend, nämlich geduldig, zurückhaltend, freundlich. Ich würd‘s wieder probieren. Hoffentlich erschreckt ihn dies nicht allzu sehr.', 'Die Unterkunft ist in Ordnung, sehr gut geeignet als Ausgangspunkt für den Besuch von Zürich und der Umgebung. Reinhold antwortet schnell und klar auf Fragen.\nSicherlich wiederholungsbedürftig.', 'top Lage, sauber. echtes Preis-Leistungs-Verhältnis. werde auf jeden Fall bald wieder buchen', 'Tolles Preis-Leistungs-Verhältnis!']","['Föhn', 'Bügeleisen', 'Heizung', 'WLAN', 'Arbeitsplatz', 'Küche', 'Kühlschrank', 'Geschirr und Besteck', 'Kaffeemaschine', 'Privat Innenhof oder Balkon', 'Grill', 'Eigenständiger Check-in', 'Schlüsselbox']"
1.5 Zimmer Wohnung in Zürich-Stadt (DE-BE23),77 CHF ,,"Zürich, Schweiz",2 Gäste,1 Schlafzimmer,1 Bett,1 Badezimmer,47.37434,8.51516,8 Bewertungen,"4,0 ·","3,6","4,9","4,5","4,5","4,5","4,1","['Erstaunliche kleine Unterkunft für das, was ich und meine Freundin brauchten, wir verbrachten nicht viel Zeit im Zimmer. Also war der kompakte Raum nicht allzu aufwendig, da wir nicht viel mehr taten, als zu schlafen und uns die Zähne zu putzen. Makelloses Zimmer, wenige Dinge von früheren Mietern in der Küche. Und einen kleinen Fleck in der Dusche. Aber tolles Zimmer mit einer erstaunlichen Gegend und Anbindung an viele Aktivitäten. Vielen Dank Delta!', 'Wohnung sauber und gut gelegen.', 'Gute Wohnung und gute Lage, alles Notwendige ist in 5 Minuten zu Fuß erreichbar', 'Ausgezeichnetes Erlebnis! ^^ Alles lief reibungslos', 'Kleines, sauberes Studioappartment im Herzen von Kreis 4.', 'Kleine Wohnung mit guter Lage', 'Erstaunliche kleine Unterkunft für das, was ich und meine Freundin brauchten, wir verbrachten nicht viel Zeit im Zimmer. Also war der kompakte Raum nicht allzu aufwendig, da wir nicht viel mehr taten, als zu schlafen und uns die Zähne zu putzen. Makelloses Zimmer, wenige Dinge von früheren Mietern in der Küche. Und einen kleinen Fleck in der Dusche. Aber tolles Zimmer mit einer erstaunlichen Gegend und Anbindung an viele Aktivitäten. Vielen Dank Delta!', 'Wohnung sauber und gut gelegen.', 'Gute Wohnung und gute Lage, alles Notwendige ist in 5 Minuten zu Fuß erreichbar', 'Ausgezeichnetes Erlebnis! ^^ Alles lief reibungslos', 'gute Lage und Wohnung. empfohlen. WLAN funktioniert manchmal nicht richtig.']","['Föhn', 'Shampoo', 'Seife oder Duschgel', 'Warmwasser', 'Duschgel', 'Waschmaschine\xa0– im Gebäude: Kostenlos', 'Trockner', 'Grundausstattung', 'Kleiderbügel', 'Bettwäsche', 'Abdunklung', 'Bügeleisen', 'Aufbewahrung von Kleidung', '42-Zoll-HDTV', 'Heizung', 'WLAN', 'Arbeitsplatz', 'Kühlschrank', 'Mikrowelle', 'Grundausstattung zum Kochen', 'Geschirr und Besteck', 'Gefrierschrank', 'Elektroherd', 'Wasserkocher', 'Kaffeemaschine: Nespresso-Maschine', 'Weingläser', 'Kaffee', 'Esstisch', 'Gemeinsam genutzter Garten\xa0– Nicht komplett umzäunt', 'Aufzug', 'Langzeitaufenthalte sind möglich', 'Eigenständiger Check-in', 'Elektronisches Türschloss']"
1 Large Studio Flat in Zurich/ Kreis 9,90 CHF ,,"Zürich, Schweiz",1 Gast,1 Schlafzimmer,1 Bett,1 Badezimmer,47.3808,8.4957,,,,,,,,,"['Bequeme Wohnung und Angela war sehr reaktionsschnell.', 'Die Wohnung ist genau so, wie sie auf den Fotos aussieht. Es ist sauber und ordentlich und ideal für einen einzelnen Reisenden oder ein Paar. Angela ist super schnell bei der Beantwortung von Fragen und der Preis schien mir sehr fair zu sein. Würde ich zu 100 % empfehlen.\nMehr anzeigen']","['Blick in den Garten', 'Waschmaschine', 'TV', 'WLAN', 'Arbeitsplatz', 'Küche', 'Kühlschrank', 'Geschirr und Besteck', 'Kaffeemaschine', 'Eigenständiger Check-in', 'Schlüsselbox']"
1.5 Zimmerwohnung in Zürich (DE-BE22),74 CHF ,,"Zürich, Schweiz",2 Gäste,1 Schlafzimmer,1 Bett,1 Badezimmer,47.37601,8.51647,,Neu,,,,,,,[],"['Badewanne', 'Föhn', 'Reinigungsprodukte', 'Shampoo', 'Seife oder Duschgel', 'Warmwasser', 'Duschgel', 'Waschmaschine', 'Trockner', 'Grundausstattung', 'Kleiderbügel', 'Bettwäsche', 'Abdunklung', 'Bügeleisen', 'Aufbewahrung von Kleidung', 'TV', 'Heizung', 'WLAN', 'Arbeitsplatz', 'Küche', 'Kühlschrank', 'Mikrowelle', 'Grundausstattung zum Kochen', 'Geschirr und Besteck', 'Gefrierschrank', 'Herd', 'Wasserkocher', 'Kaffeemaschine: Nespresso-Maschine', 'Weingläser', 'Kaffee', 'Esstisch', 'Waschsalon in der Nähe', 'Hinterhof/Garten', 'Aufzug', 'Kostenpflichtiger Parkplatz außerhalb des Grundstücks', 'Kostenpflichtige Parkplätze auf dem Gelände', 'Langzeitaufenthalte sind möglich', 'Eigenständiger Check-in', 'Reinigung während des Aufenthalts möglich', 'Elektronisches Türschloss']"
Urbane Wohnung im Zürcher Seefeld,85 CHF ,,"Zürich, Schweiz",2 Gäste,1 Schlafzimmer,1 Bett,1 Badezimmer,47.3568,8.55211,10 Bewertungen,"4,90 ·","5,0","5,0","5,0","4,9","5,0","5,0","['Dominik is amazing host, responsive and very helpful. The place is just great - a walk away from the lake, close to city center, next to shops, restaurants and tram station. At the same time it is quiet and away from the main street. Appartment is very spacious and comfortable, with all necessities available. Had to work remotely, and internet / wi-fi was also good. I would highly recommend this place!😊', 'Wow wow wow, what a nice person Dominik is and what a location the flat is. I can only recommend it without any complaints! Would book it again 100%', 'Great place in a wonderful part of Zurich. Very helpful host', 'Nice location close to the lake. The apartment has pretty much all that is needed, I would stay there again.', 'Wunderbare wohnung!\n  Sehr hell, geräumig und sauber.  Es sieht besser aus als auf Fotos.  Tolle Lokalisierung.  Geschäfte und Transport sind sehr nah. \nDanke Dominik für deine Gastfreundschaft!  Wenn möglich, würde ich wieder dorthin zurückkehren.', 'Perfekt gelegen, aufs Wesentliche reduziert, am Balkon sieht man den See hinter den Altbauten.', 'Dominik ist ein großartiger Gastgeber, reaktionsschnell und sehr hilfsbereit. Der Ort ist einfach großartig - nur einen Spaziergang vom See entfernt, in der Nähe des Stadtzentrums, neben Geschäften, Restaurants und der Straßenbahnhaltestelle. Gleichzeitig ist es ruhig und abseits der Hauptstraße. Die Wohnung ist sehr geräumig und komfortabel, mit allen Notwendigkeiten zur Verfügung. Wir mussten aus der Ferne arbeiten, und das Internet / WLAN war auch gut. Ich kann diese Unterkunft nur wärmstens empfehlen!😊', 'Wow, wow, was für ein netter Mensch Dominik ist und was für eine Lage die Wohnung ist. Kann ich nur ohne Beschwerden weiter empfehlen! Würde es wieder zu 100 % buchen', 'Danke Dennis, gerne, jederzeit wieder. Grüße, Dominik', 'Tolle Unterkunft in einem wunderbaren Teil von Zürich. Sehr hilfsbereiter Gastgeber', 'Schöne Lage in der Nähe des Sees. Die Wohnung hat so ziemlich alles, was benötigt wird, ich würde wieder dort übernachten.', 'Der Ort in der Nähe des Sees ist perfekt für einen kurzen Kurzurlaub oder einen längeren Aufenthalt.\n\nAlles, was du brauchst, ist vorhanden.\n\nÖffentliche Verkehrsmittel, Geschäfte, Supermärkte, Cafés und... du nennst es..., sind zu Fuß leicht erreichbar.\n\nDie Wohnung von Dominik ist ruhig, groß und hell. Ich bin dankbar für die Gastfreundschaft und werde sicher wiederkommen.']","['Föhn', 'Waschmaschine', 'Trockner', 'Grundausstattung', 'Bügeleisen', 'TV', 'Heizung', 'Erste-Hilfe-Set', 'WLAN', 'Arbeitsplatz', 'Küche', 'Aufzug']"
TOP*ZENTRAL*STUDIO*ZÜRICH,95 CHF ,,"Zürich, Schweiz",2 Gäste,1 Schlafzimmer,1 Badezimmer,,47.3647,8.50899,113 Bewertungen,"4,69 ·","4,5","4,8","5,0","4,9","4,8","4,7","['Kleines voll ausgestattetes Apartment am Stadtrand mit sehr guter ÖPNV-Anbindung.\nSehr gute Kommunikation.\n\nGerne wieder.', 'Eine sehr schöne und extrem saubere Unterkunft, auch die Lage ist sehr angenehm. Es war ideal für meinen Aufenthalt.', 'Für einen Kurzaufenthalt ist das Apartment super, für 2 Personen und ein wenig mehr Gepäck aber schon sehr eng. Das Bett ist leider ziemlich durchgelegen.', 'Wie gewohnt, eine zweckmässige und angenehme Unterkunft an ruhiger und doch idealer Lage. Zentrum in wenigen Minuten mit dem Zug erreichbar. Nikola ist ein super netter und zuverlässiger Gastgeber. Gerne wieder.', 'Wir verbrachten 3 Nächte in dieser Unterkunft und waren super begeistert. Super nah am Zentrum und alles war super erreichbar. Auch die Kommunikation war ideal. 😊', 'Super Lage mit gutem ÖV Anschluss ins Zentrum.\nAlles was man braucht war im Studio.', 'Kleines voll ausgestattetes Apartment am Stadtrand mit sehr guter ÖPNV-Anbindung.\nSehr gute Kommunikation.\n\nGerne wieder.', 'Eine sehr schöne und extrem saubere Unterkunft, auch die Lage ist sehr angenehm. Es war ideal für meinen Aufenthalt.', 'Für einen Kurzaufenthalt ist das Apartment super, für 2 Personen und ein wenig mehr Gepäck aber schon sehr eng. Das Bett ist leider ziemlich durchgelegen.', 'Wie gewohnt, eine zweckmässige und angenehme Unterkunft an ruhiger und doch idealer Lage. Zentrum in wenigen Minuten mit dem Zug erreichbar. Nikola ist ein super netter und zuverlässiger Gastgeber. Gerne wieder.', 'Tolles Zimmer in ruhiger Gegend. Das Zentrum von Zürich ist dennoch sehr schnell zu erreichen. Alles hat super geklappt! Immer wieder gerne!']","['Föhn', 'Shampoo', 'Warmwasser', 'Trockner', 'Grundausstattung', 'Kleiderbügel', 'Bettwäsche', 'Extrakissen und -decken', 'Bügeleisen', 'HDTV mit Apple TV, Netflix, Normaler Kabelanschluss', 'Heizung', 'Rauchmelder', 'Schnelle WLAN-Verbindung\xa0– 603\xa0Mbit/s.', 'Küche', 'Kühlschrank', 'Geschirr und Besteck', 'Minikühlschrank', 'Gefrierschrank', 'Herd', 'Kaffeemaschine: Nespresso-Maschine', 'Privater Eingang', 'Kostenloser Parkplatz auf dem Grundstück', 'Eigenständiger Check-in', 'Codeschloss']"
"Leuchtendes 1,5 Apartment in Zürich Zürich",92 CHF ,,"Zürich, Schweiz",2 Gäste,1 Schlafzimmer,1 Bett,1 Badezimmer,47.38789,8.48346,,Neu,,,,,,,"['Tolle Lage, tolles Preis-Leistungs-Verhältnis!']","['Föhn', 'Waschmaschine', 'Klimaanlage', 'WLAN', 'Arbeitsplatz', 'Küche', 'Kühlschrank', 'Geschirr und Besteck', 'Essbereich im Freien', 'Kostenpflichtige Parkplätze auf dem Gelände', 'Eigenständiger Check-in', 'Schlüsselbox']"
Sonniges Studio in Zürich City,90 CHF ,,"Zürich, Schweiz",1 Gast,1 Schlafzimmer,1 Bett,1 Badezimmer,47.37408,8.55068,,,,,,,,,"['kleine Wohnung, sehr gemütlich, ganz in der Nähe des Stadtzentrums. Sauber. Waschmaschine und Wäschetrockner im Gebäude. Passte perfekt zu meinen Bedürfnissen (Einzel, für mehrere Tage für Geschäftsreisen). Wenn es die Chance gibt, wird auf jeden Fall wiederkommen.']","['Reinigungsprodukte', 'Shampoo', 'Duschgel', 'Warmwasser', 'Grundausstattung', 'Kleiderbügel', 'Bettwäsche', 'Extrakissen und -decken', 'Abdunklung', 'Bügeleisen', 'Wäscheständer für Kleidung', 'Bücher und Lesematerial', 'Zentralheizung', 'WLAN', 'Küche', 'Grundausstattung zum Kochen', 'Geschirr und Besteck', 'Kaffeemaschine', 'Backblech', 'Mixer', 'Kaffee', 'Eigenständiger Check-in', 'Schlüsselbox']"
Studio with Sauna by the Lake,86 CHF ,,"Herrliberg, Zürich, Schweiz",2 Gäste,1 Schlafzimmer,1 Bett,1 Badezimmer,47.28432,8.60952,6 Bewertungen,"4,67 ·","4,8","4,8","4,8","4,7","5,0","4,8","['Es war sehr schön und erholsam in der Ferienwohnung.\nPhil hat uns bei unseren Fragen schnell geantwortet.\nWir kommen sehr gerne wieder und werden die Unterkunft weiter empfehlen.\nEcht super\nMehr anzeigen', 'Top lade saura richtig cool alles im ganzen top', 'Very lovely and cozy place with helpful hosts! We really enjoyed our time in the studio and the sauna. Hope to be back soon!', 'La ubicación muy buena céntrica', 'Grazie mille', 'semplice ma accogliente e dotato di tutto quello che può servire. Phil sempre pronto ed amichevole.']","['Badewanne', 'Shampoo', 'Seife oder Duschgel', 'Warmwasser', 'Duschgel', 'Grundausstattung', 'Bettwäsche', 'Aufbewahrung von Kleidung: Kleiderschrank', 'TV', 'Gesicherte Fenster', 'Zentralheizung', 'WLAN', 'Grundausstattung zum Kochen', 'Geschirr und Besteck', 'Minikühlschrank', 'Elektroherd', 'Wasserkocher', 'Kaffeemaschine: Nespresso-Maschine', 'Toaster', 'Kaffee', 'Esstisch', 'Am Wasser', 'Zugang zum See', 'Privater Eingang', 'Gemeinsam genutzt Innenhof oder Balkon', 'Gemeinsam genutzter Garten\xa0– Komplett umzäunt', 'Essbereich im Freien', 'Kostenlose Parkplätze an der Straße', 'Sauna: privat', 'Unterkunft auf nur einer Ebene', 'Gepäck kann abgestellt werden', 'Langzeitaufenthalte sind möglich']"
Wohnen im gemütlichen Tiny House,98 CHF ,,"Erlenbach, Zürich, Schweiz",3 Gäste,1 Schlafzimmer,1 Bett,1 Badezimmer,47.30732,8.60204,97 Bewertungen,"4,95 ·","4,8","4,9","5,0","4,9","5,0","5,0","['Gemütlich-kuscheliges Nest mit herzlichen Hosts!\n\nWir haben das Tiny House mehrere Wochen als Übergangslösung zwischen Jobs und Wohnungen mit unserem 2-jährigen Sohn bewohnt und sind froh, dass wir uns dafür entschieden haben.\n\nMan vermisst kaum etwas. Unserem Sohn gefiel der Anschluss, den es im Haus gab, genauso wie die Hühner, die dort leben und der Dachboden, in dem man toll spielen kann. Mama gefiel die gute Ausstattung der Küche und die Umgebung. Papa konnte mit dem schnellen Internet gut mal einen Tag Homeoffice machen (wenn die Familie unterwegs ist, es gibt keine richtige Abtrennung im Haus). Heizung, warmes Wasser, Parkmöglichkeit, alles vorhanden, bis auf Wasch- und Spülmaschine. Das Haus ist ökologisch gebaut und hat ein gutes Raumklima.\nDie Host-Familie ist super nett, hilfsbereit und findet für alles eine Lösung.\n\nWir haben uns sehr willkommen und gut aufgehoben gefühlt und waren fast traurig, als unsere eigentliche Wohnung dann frei wurde…nochmals herzlichen Dank!', 'Sehr nette und liebe Vermieter. Der Aufenthalt war sehr schön und ist zu empfehlen!', 'Wir waren fünf Tage im sehr schön eingerichteten Tiny House in Erlenbach - auch für Männer mit 1,89 m ein tolles Tiny-House-Erlebnis 😉 Danke an Saskia und Matthias, wir kommen gerne wieder', 'Super Kontakt mit den Gastgebern, persönlich und via Email. Immer schnell Antwort erhalten und der Ort und die Location gefallen mir sehr gut!', 'Eine tolle Unterkunft in einer super Lage. Bei sehr netten Gastgebern. Unglaublich, dass man sich in einem so städtischen Gebiet so ländlich fühlen kann. Wir haben uns sehr wohl und willkommen gefühlt.', 'Gemütlich-kuscheliges Nest mit herzlichen Hosts!\n\nWir haben das Tiny House mehrere Wochen als Übergangslösung zwischen Jobs und Wohnungen mit unserem 2-jährigen Sohn bewohnt und sind froh, dass wir uns dafür entschieden haben.\n\nMan vermisst kaum etwas. Unserem Sohn gefiel der Anschluss, den es im Haus gab, genauso wie die Hühner, die dort leben und der Dachboden, in dem man toll spielen kann. Mama gefiel die gute Ausstattung der Küche und die Umgebung. Papa konnte mit dem schnellen Internet gut mal einen Tag Homeoffice machen (wenn die Familie unterwegs ist, es gibt keine richtige Abtrennung im Haus). Heizung, warmes Wasser, Parkmöglichkeit, alles vorhanden, bis auf Wasch- und Spülmaschine. Das Haus ist ökologisch gebaut und hat ein gutes Raumklima.\nDie Host-Familie ist super nett, hilfsbereit und findet für alles eine Lösung.\n\nWir haben uns sehr willkommen und gut aufgehoben gefühlt und waren fast traurig, als unsere eigentliche Wohnung dann frei wurde…nochmals herzlichen Dank!', 'Eine wundervolle Reise in ein Tool gestaltetes Tiny House. Dazu noch sehr nette Gastgeber mit freundlicher und schneller Kommunikation. Wir haben uns sehr willkommen gefühlt. Die Lage ist außerdem traumhaft und nur zu empfehlen.\nWir kommen gerne wieder, jedem anderen ist es zu empfehlen, vor allem wenn er gerne mal in einem Tiny House wohnen möchte:)', 'Sehr nette und liebe Vermieter. Der Aufenthalt war sehr schön und ist zu empfehlen!', 'Wir waren fünf Tage im sehr schön eingerichteten Tiny House in Erlenbach - auch für Männer mit 1,89 m ein tolles Tiny-House-Erlebnis 😉 Danke an Saskia und Matthias, wir kommen gerne wieder', 'Super Kontakt mit den Gastgebern, persönlich und via Email. Immer schnell Antwort erhalten und der Ort und die Location gefallen mir sehr gut!', 'Eine tolle Unterkunft in einer super Lage. Bei sehr netten Gastgebern. Unglaublich, dass man sich in einem so städtischen Gebiet so ländlich fühlen kann. Wir haben uns sehr wohl und willkommen gefühlt.', 'Die Zeit in erlenbach war einfach wunderbar. Vielen Dank Saskia & Matthias :-)']","['Blick in den Garten', 'Föhn', 'Reinigungsprodukte', 'Warmwasser', 'Grundausstattung', 'Kleiderbügel', 'Bettwäsche', 'Abdunklung', 'Moskitonetz', 'Aufbewahrung von Kleidung: Kleiderschrank', 'Ethernet-Verbindung', '32-Zoll-HDTV mit Fire TV, Netflix', 'Bücher und Lesematerial', 'Kinderbücher und Spielzeug', 'Hochstuhl', 'Kindergeschirr', 'Tragbare Ventilatoren', 'Heizung', 'Rauchmelder', 'WLAN', 'Küche', 'Kühlschrank', 'Grundausstattung zum Kochen', 'Geschirr und Besteck', 'Gefrierschrank', 'Elektroherd', 'Wasserkocher', 'Kaffeemaschine: Nespresso-Maschine', 'Weingläser', 'Toaster', 'Esstisch', 'Privater Eingang', 'Gemeinsam genutzt Innenhof oder Balkon', 'Gemeinsam genutzter Garten\xa0– Komplett umzäunt', 'Gartenmöbel', 'Essbereich im Freien', 'Kostenloses Parken auf dem Grundstück\xa0– 1\xa0Stellplatz', 'Gepäck kann abgestellt werden', 'Langzeitaufenthalte sind möglich', 'Eigenständiger Check-in', 'Schlüsselbox']"
