;comments
690;Wir haben gute Tage in Zürich verbracht. Die Wohnung ist nur ein paar Minuten zu Fuß vom Hauptbahnhof entfernt und mitten in der Stadt - perfekte Lage. Die Wohnung war sauber, aber besonders die Küche und der Ofen können eine gründliche Reinigung vertragen. Wir kommen gern wieder.
690;Ausgezeichnete Unterkunft und die beste Sorgfalt vom Gastgeber, wir werden auf jeden Fall auf unseren nächsten Urlaubsplan zurückkehren, alles ist zugänglich
690;Die Wohnung ist sehr gut in einer ruhigen Straße im historischen Stadtzentrum gelegen, nur wenige Gehminuten vom Hauptbahnhof entfernt. Wenn du lieber öffentliche Verkehrsmittel nutzt, ist es eine tolle Wahl.
690;"Danke Mojmir, in der Tat ist es eine sehr einzigartige Lage in der Innenstadt und Altstadt mit nur einem einfachen Spaziergang zum Hauptbahnhof und zur Straßenbahnhaltestelle.

Schön, dass Sie Ihren Aufenthalt genossen haben."
690;Super Lage (kann im Zentrum von Zürich nicht besser sein), toller Gastgeber, Rakesh ist immer da, wenn man ihn braucht. Sehr reaktionsschnell und aufmerksam auf unsere Bedürfnisse.
690;Ich freue mich, dass du und deine Familie eure Zeit in meiner Wohnung Patrick genossen habt, es ist wirklich eine großartige Lage im Stadtzentrum /in der Altstadt.
690;Die Lage war unglaublich, ich habe es geliebt, die 2 Schlafzimmer für zusätzliche Privatsphäre zu haben. Die Wohnung braucht meiner Meinung nach eine Grundreinigung, aber es scheint auch, dass derzeit jemand dort lebt, die Bettwäsche wurde nicht gewechselt, es gab Flecken auf der Couch und die Mikrowelle war sehr schmutzig. Rakeesh hat alles so schnell wie möglich wieder in Ordnung gebracht und was er aufgrund von Zeitbeschränkungen nicht konnte, entschädigte er uns. Er war extrem reaktionsschnell und aufmerksam. Es scheint nicht, dass unsere Erfahrung für seine Vermietungen laut den meisten Bewertungen normal war.
690;Die Lage dieser Wohnung ist einfach unschlagbar - nur wenige Schritte von der Bahnhofstrasse und nur wenige Gehminuten vom Hauptbahnhof entfernt. Ganz in der Nähe befindet sich auch der Lindenhof, wo du einen malerischen Blick über die Stadt und die Limmat genießen kannst. Die Wohnung ist recht geräumig, und uns gefiel besonders der große Eingangsbereich und das zusätzliche Gäste-WC. Rakesh war extrem reaktionsschnell und proaktiv in seiner Kommunikation, und vor und während unseres Aufenthalts lief alles reibungslos ab.
690;Es war mir ein Vergnügen, dich und deine Familie Daniel zu beherbergen. Tatsächlich glauben die Wohnung als einzigartige Lage in der Altstadt und die Menschen nicht, wie groß sie ist! Ich freue mich, dass du deinen Aufenthalt genossen hast.
690;Tolle Lage, nur wenige Gehminuten vom Bahnhof entfernt
690;Ich war nicht in der Wohnung, als Gary und seine Gruppe bei mir übernachteten. Es war eine Last-Minute-Buchung, da sie mit dem Zug in die Stadt kamen und an diesem Abend eine Unterkunft brauchten. Die Nähe zum Bahnhof machte es ihnen leicht, sie zu finden.
691;Das Badezimmer hatte durchsichtige Türen. Wenn man mit Freunden unterwegs ist finde ich es super unangenehm wenn man diese im Bad beobachten kann. Ansonsten alles super.
691;Einfach alles perfekt, sehr freundlich und hilfsbereit Gastgeber. tolle Wohnung, sehr sauber und schön.
691;Sauber, komfortabel, geräumig und fantastisch gelegen. Wir haben unseren Aufenthalt in Zürich sehr genossen und hätte mir mir keinen besseren AirBnB wünschen können. Tolles Preis-Leistungs-Verhältnis und tolle Kommunikation vom Gastgeber.
691;Sehr nette Airbnb, freundliche und reaktionsschnelle Gastgeber und in guter Lage. Die Wassertemperatur war beim Duschen schwierig zu erreichen.
691;"Sehr, sehr schöne Unterkunft. Gut gelegen und groß und gut ausgestattet.
Empfehlenswert!"
691;"Wohnung in bester Lage, ideal für eine Familie.
Alles sauber.
Sicherer Check in/out.
Sehr zu empfehlen, auch wenn Einrichtung schon etwas in die Jahre gekommen ist."
691;Das Badezimmer hatte durchsichtige Türen. Wenn man mit Freunden unterwegs ist finde ich es super unangenehm wenn man diese im Bad beobachten kann. Ansonsten alles super.
691;Einfach alles perfekt, sehr freundlich und hilfsbereit Gastgeber. tolle Wohnung, sehr sauber und schön.
691;Sauber, komfortabel, geräumig und fantastisch gelegen. Wir haben unseren Aufenthalt in Zürich sehr genossen und hätte mir mir keinen besseren AirBnB wünschen können. Tolles Preis-Leistungs-Verhältnis und tolle Kommunikation vom Gastgeber.
691;Sehr nette Airbnb, freundliche und reaktionsschnelle Gastgeber und in guter Lage. Die Wassertemperatur war beim Duschen schwierig zu erreichen.
691;"Sehr schöne Wohnung im Zentrum von Zürich (nur wenige Gehminuten vom Hauptbahnhof und der Altstadt entfernt).
Die Wohnung ist sauber, geräumig und ordentlich, angenehm zu betreten und alle Einrichtungen in der Wohnung waren ausgezeichnet."
692;Die Wohnung ist sehr schön eingerichtet mit allem was man braucht und einigem darüber hinaus. Sie ist zentral gelegen mitten in einer Fußgängerzone aber trotzdem recht ruhig. Wir kommen gern wieder.
692;Das Unique bijoux in the centre ist ein perfektes Angebot für einen Aufenthalt in Zürich. Das Appartment ist eine wunderschön renovierte Altbauwohnung mit viel Charme im Zentrum von Zürich nahe dem Limmatquay. Da es die Privatwohnung der Vermieter ist, ist sie vollständig ausgestattet und ist mit der Tram gut erreichbar, ausserdem ist die Wohnung unweit des Hauptbahnhofes. Auch für die Anreise mit dem Auto, ist ein Parkplatz in unmittelbarer Nähe, der von 20 Uhr abends bis 8 Uhr morgens kostenfrei ist. In unmittelbarer nähe der Wohnung gibt es kleine Kneipen und Läden, sodass ein Kaffee am Morgen oder die Versorgung tagsüber kein Problem ist. Da ich regelmässig in Zürich zu arbeiten habe, gerne wieder, wenn die Wohnung verfügbar ist.
692;Nurias Wohnung war in jeder Hinsicht fantastisch. Es ist wunderschön, kreativ, hat alles, was man braucht und wir wären gerne länger geblieben. Die Wohnung liegt in einer fantastischen Gegend und wir waren vom Klang der Kirchenglocken begeistert. Eine bessere Gastgeberin kann man sich nicht wünschen – Nuria war immer schnell in der Kommunikation, beantwortete alle meine Fragen und tat ihr Bestes, um unseren Aufenthalt zu etwas Besonderem zu machen. Sie war nett und liebenswert. Sollten wir jemals wieder nach Zürich kommen, werden wir auf jeden Fall wieder in dieser Wohnung übernachten.
695;Wir haben unseren Aufenthalt in Lisas Apartment genossen! Es war äußerst sauber, komfortabel und hatte viele schöne, gemütliche Details – vom frischen Kaffee bis zum Shampoo. Lisa selbst war äußerst reaktionsschnell, flexibel und freundlich. Sie gab uns das Gefühl, zu Hause zu sein, auch wenn wir uns nicht trafen. Würde gerne wiederkommen.
695;Lisa war fabelhaft und ihr Platz auch. Ein wunderschönes Zuhause in der Ferne. Ich habe jeden Teil meiner Erfahrung genossen!
695;Lisas Unterkunft war für unseren Aufenthalt in Zürich ausgezeichnet. Es ist verkehrsgünstig gelegen, nur 10 Minuten mit der Straßenbahn vom Stadtzentrum entfernt. Außerdem wirkt die Wohnung sehr einladend, charmant und gemütlich, genau wie in der Beschreibung angegeben. Am wichtigsten war, dass Lisa eine perfekte Gastgeberin war, die Kommunikation war jederzeit großartig und flüssig. Ich kann diesen Ort auf jeden Fall jedem empfehlen, der bereit ist, Zürich zu besuchen. Du wirst es nicht bereuen.
695;Die Wohnung von Lisa ist sehr geräumig und liegt in der Nähe des Stadtzentrums, aber was noch wichtiger ist: Sie ist eine sehr nette Gastgeberin! Wir fühlten uns sehr willkommen und alles, was wir brauchten, war da. Wir haben unsere Zeit in Zürich wirklich genossen!
695;uns hat die Wohnung gut gefallen, stilvolle Einrichtung, ruhige Lage und mit den öffentlichen Verkehsmitteln gut zu erreichen.
695;Lisas Unterkunft war gut, sehr komfortabel und wunderschön eingerichtet. Sie ist auch sehr nett und hilfsbereit.
695;Wir haben unseren Aufenthalt in Lisas Apartment genossen! Es war äußerst sauber, komfortabel und hatte viele schöne, gemütliche Details – vom frischen Kaffee bis zum Shampoo. Lisa selbst war äußerst reaktionsschnell, flexibel und freundlich. Sie gab uns das Gefühl, zu Hause zu sein, auch wenn wir uns nicht trafen. Würde gerne wiederkommen.
695;Lisa war fabelhaft und ihr Platz auch. Ein wunderschönes Zuhause in der Ferne. Ich habe jeden Teil meiner Erfahrung genossen!
695;Lisas Unterkunft war für unseren Aufenthalt in Zürich ausgezeichnet. Es ist verkehrsgünstig gelegen, nur 10 Minuten mit der Straßenbahn vom Stadtzentrum entfernt. Außerdem wirkt die Wohnung sehr einladend, charmant und gemütlich, genau wie in der Beschreibung angegeben. Am wichtigsten war, dass Lisa eine perfekte Gastgeberin war, die Kommunikation war jederzeit großartig und flüssig. Ich kann diesen Ort auf jeden Fall jedem empfehlen, der bereit ist, Zürich zu besuchen. Du wirst es nicht bereuen.
695;Die Wohnung von Lisa ist sehr geräumig und liegt in der Nähe des Stadtzentrums, aber was noch wichtiger ist: Sie ist eine sehr nette Gastgeberin! Wir fühlten uns sehr willkommen und alles, was wir brauchten, war da. Wir haben unsere Zeit in Zürich wirklich genossen!
695;Lisa war Gastgeberin für ein wundervolles verlängertes Wochenende in Zürich. Die Wohnung ist gemütlich und stilvoll, mit einer tollen Atmosphäre und viel Charakter. Es ist geräumig für eine vierköpfige Familie, makellos und ruhig. Lisa war super freundlich und aufmerksam – alles war so gut versorgt, dass man das Gefühl hatte, bei Freunden zu sein. Wir würden uns freuen, bei jedem unserer Besuche wieder bei Lisa zu übernachten.
696;"Leandra ist eine sehr nette und freundliche Gastgeberin.
Das Haus liegt gut in einem ruhigen Viertel. Die Zimmer verteilen sich auf 2 Stockwerke und sind ideal für den Aufenthalt für eine Familie mit sogar bis zu 6 Kindern. Ansonsten bietet das Haus alles was man braucht von Handtüchern, Kaffeemaschine, Föhn… es fehlte an nichts. Vielen Dank für einen tollen Aufenthalt"
696;Es war ein schöner Aufenthalt. Die Wohnung war schön eingerichtet und sauber. Es fehlte an nichts. Wir haben sehr wohl gefühlt. Für unseren nächsten Aufenthalt kommen wir gern wieder hierher.
696;"Diese Wohnung ist ein schöner Rückzugsort nach Sightseing, nach Stadtbummeln, nach Wanderungen.
Sie liegt strategisch gut, alles ist gut zu erreichen. Die Kirchenglocken sollte man mit Humor nehmen. Je nach Zahl der Belegung sollte alles über 2 Personen die Wendeltreppe einkalkulieren. Auch unsere groß gewachsene Jugend fand es schön unterm Dach!
Gerne wieder! Alles unkompliziert, sauber und nett!!!"
696;"Danke für doemtolle Unterkunft. Wir freuen uns wenn wir nächstes Jahr wieder kommen dürfen.

Lg Joules"
696;"Die Wohnung von Leandra bietet alles, für einen tollen Urlaub in Zürich. Man wohnt zentral und doch sehr ruhig. Auch die Ausstattung (2 Badezimmer mit Dusche, große Küche mit Spülmaschine, großer Esstisch und gemütliches Wohnzimmer...) ist super und es fehlt einem an nichts.
Wir und unsere beiden Hunde haben uns sehr wohl gefühlt.
Der Check-In war total unkompliziert über einen Schlüssel-Safe möglich, einfach super 👍🏻"
696;Wir hatten einen sehr guten Aufenthalt. Die Lage war für uns super, mussten jeden Tag an den Flughafen. Sehr ruhiges Quartier. Perfekt für unsere Lernwoche in Zürich. Merci.
696;"Leandra ist eine sehr nette und freundliche Gastgeberin.
Das Haus liegt gut in einem ruhigen Viertel. Die Zimmer verteilen sich auf 2 Stockwerke und sind ideal für den Aufenthalt für eine Familie mit sogar bis zu 6 Kindern. Ansonsten bietet das Haus alles was man braucht von Handtüchern, Kaffeemaschine, Föhn… es fehlte an nichts. Vielen Dank für einen tollen Aufenthalt"
696;Es war ein schöner Aufenthalt. Die Wohnung war schön eingerichtet und sauber. Es fehlte an nichts. Wir haben sehr wohl gefühlt. Für unseren nächsten Aufenthalt kommen wir gern wieder hierher.
696;"Diese Wohnung ist ein schöner Rückzugsort nach Sightseing, nach Stadtbummeln, nach Wanderungen.
Sie liegt strategisch gut, alles ist gut zu erreichen. Die Kirchenglocken sollte man mit Humor nehmen. Je nach Zahl der Belegung sollte alles über 2 Personen die Wendeltreppe einkalkulieren. Auch unsere groß gewachsene Jugend fand es schön unterm Dach!
Gerne wieder! Alles unkompliziert, sauber und nett!!!"
696;"Der Aufenthalt bei Leandra war super :) wir hatten eine super Zeit zu siebt! Mit Uber aber auch mit der Tram kommt man sehr gut in die Innenstadt von Zürich. Die Küchenausstattung war super gut, wir hatten sogar einen Mixer ;)"
697;"Ein super schönes Haus umgeben von Wald & Natur. Die Location hält was Sie auf den Bildern verspricht. Jaqueline ist eine sehr nette, unkomplizierte und hilfsbereite Gastgeberin. Sie wohnt in einem separaten Haus nebenan aber respektiert stets die Privatsphäre Ihrer Gäste.
Wir kommen gerne wieder einmal!"
697;Super Ort zum Abschalten und dem Alltag einwenig zu entfliehen! Gerne wieder!
697;"Jacqueline war zunächst sehr freundlich und zuvorkommend. Es gab danach leider einige Kommunikationsprobleme, welche man z.T. auch online findet. Ich will auf gewisse Punkte kurz eingehen, damit andere Reisende nicht dasselbe Problem haben.

Erstmal generell: Wir sind auf die Location gestossen, weil sie als ""Veranstaltungsort für über 35 Personen geeignet"" gekennzeichnet ist. Ich habe auch erwähnt bei der Buchung, dass ich gerne eine Veranstaltung machen will. Wir haben später herausgefunden, dass Jacqueline den Ort nicht für Veranstaltung zur Verfügung stellt.

Wir durften die Location vorher besuchen und anschauen, weil wir einige schlimme Kommentare gesehen haben, aber es war überhaupt nicht so schlimm wie erwartet. Jacqueline war freundlich und kam auch mit unseren Wünschen entgegen (dass mehr Leute übernachten würden). Am Tag der Buchung war auch alles vorbereitet (Pool gesäubert, Betten bereit etc.). Juan, der bei Jacqueline arbeitet, hat uns auch mit den Vorbereitungen geholfen und war auch nach der Veranstaltung sehr rücksichtsvoll.

Wir haben für die Veranstaltung zusätzlich 20.-/Kopf bezahlt mit der Bedingung ""keine laute (damit ist nicht nur Lautstärke gemeint, sondern auch Genre) Musik den ganzen Tag zu spielen"". Dass die Leute laut lachen sei kein Problem, auch nicht am Abend. Dennoch wurden wir schon um 20:00 Uhr ermahnt leiser zu sein. Hierbei hätte ich mir gewünscht, dass sie das normal kommuniziert hätte als runter zuschreien.

Ein anderer Punkt ist, wenn man die ganze Unterkunft vermietet, erwartet man eine gewisse Privatsphäre. Jacqueline hat auf dem Grundstück ein weiteres Haus (gleich neben dem Pool), welches sie auch vermietet oder selber nutzt und wohnt. Das war uns auch nicht klar, wenn man das Profil ansieht."
697;Schön. Speziell. Feiner Mix aus Natur & City.
698;Wir waren für ein Wochenende in Zürich an einem Festival und wollten ein grosses Airbnb mit guter Lage, in welchem wir ungestört und selbstständig sein und erst spät nach Hause kommen konnten. Daniellas Airbnb war perfekt dafür und wir waren von A bis Z sehr zufrieden. Auch die Kommunikation mit Daniella war sehr unkompliziert und sie hat jeweils sehr schnell geantwortet. Sehr empfehlenswert!!!
698;Einfach aber sehr bequeme wohnung
698;Wie auf den Bildern beschrieben.
698;"Super unkompliziert, zweckmässig eingerichtet, schöne Aussicht. Prince war äusserst hilfsbereit-Danke!
Ich werde wieder kommen."
698;Sehr gute Lage mit guten Tram Verbindungen. Angenehme Kommunikation.
699;"Die Wohnung ist groß und gemütlich eingerichtet. Sie ist mit der Tram sehr gut erreichbar. Der Check-in ist sehr einfach und gut beschrieben.
Der große Tisch zum Essen ist super. Geschirr und Besteck sind reichlich vorhanden. (Wir haben nur gefrühstückt, die Ausstattung für das Kochen sieht gut aus, kann ich aber nicht beurteilen.) Saschja war sehr nett und hilfsbereit (hat sogar einen Föhn gebracht da dieser nicht da war). Wir haben uns hier sehr wohl gefühlt."
699;Sehr gutes Haus
699;Hübsch
699;"Saschja war hilfsbereit und gab klare Anweisungen für den Check-in. Er ließ uns auch früher einchecken, was sehr nett war. Der Ort liegt direkt an einer Hauptverkehrslinie, sodass es einfach war, sich fortzubewegen.

Der Raum war sehr schmutzig. An den Wänden und in den Ecken in den Schlafzimmern, im Wohnzimmer, in der Küche und im Badezimmer wächst Schimmel. Es gab keine Oberlaken auf dem Bett und die Matratzen hatten einige Flecken. Auch die Kissen rochen unangenehm. Ich empfehle nicht, hier zu bleiben."
699;Es war eine kurze Zeit, aber die Unterkunft war perfekt
701;"ie Wohnung liegt im 4. Stock in einem Altbau mitten in der Fußgängerzone . Die Decken sind etwas niedriger als gewöhnlich und im Treppenhaus riecht es etwas nach Frittierfett vom Imbiss im Erdgeschoss. Die Lage ist sehr zentral und fußläufig vom Bahnhof in ein paar Minuten zu erreichen. Mit dem PKW sollte man sich im Vorfeld um eine Parkmöglichkeit kümmern, da hier die Plätze in der Umgebung sehr begrenzt sind. Über die Lautstärke auf der Straße konnten wir uns nicht beklagen.
Die Kommunikation war extrem schnell, freundlich und problemlos. Die Schlüsselübergabe läuft über einen Safe am Eingang - sehr einfach!
Die Wohnung ist sauber, einfach eingerichtet aber mit allem Nötigen ausgestattet (Toaster, Nespresso Maschine, Mikrowelle.....).
Wir können das Appartement weiterempfehlen."
701;"Studio inmitten von Niederdorf, der wunderschönen Altstadt in Zürich. Jede Menge Clubs, Bars und Restaurants in unmittelbarer Umgebung.
Ideal für ein langes Wochenende in Zürich."
701;Stephanies Unterkunft entspricht der Beschreibung und den Fotos, die Unterkunft ist extrem gut in der Stadt platziert
701;Leicht zugängliche Wohnung, klein, aber du hast alles inklusive Waschmaschine und Trockner. Die Lage ist ihr Privileg. Coop ist in der Nähe. Und das Personal ist wirklich freundlich.
701;Hat alles gepasst
701;Tolle Lage und sehr gut ausgestattet. Jederzeit gerne wieder
701;"ie Wohnung liegt im 4. Stock in einem Altbau mitten in der Fußgängerzone . Die Decken sind etwas niedriger als gewöhnlich und im Treppenhaus riecht es etwas nach Frittierfett vom Imbiss im Erdgeschoss. Die Lage ist sehr zentral und fußläufig vom Bahnhof in ein paar Minuten zu erreichen. Mit dem PKW sollte man sich im Vorfeld um eine Parkmöglichkeit kümmern, da hier die Plätze in der Umgebung sehr begrenzt sind. Über die Lautstärke auf der Straße konnten wir uns nicht beklagen.
Die Kommunikation war extrem schnell, freundlich und problemlos. Die Schlüsselübergabe läuft über einen Safe am Eingang - sehr einfach!
Die Wohnung ist sauber, einfach eingerichtet aber mit allem Nötigen ausgestattet (Toaster, Nespresso Maschine, Mikrowelle.....).
Wir können das Appartement weiterempfehlen."
701;"Studio inmitten von Niederdorf, der wunderschönen Altstadt in Zürich. Jede Menge Clubs, Bars und Restaurants in unmittelbarer Umgebung.
Ideal für ein langes Wochenende in Zürich."
701;Stephanies Unterkunft entspricht der Beschreibung und den Fotos, die Unterkunft ist extrem gut in der Stadt platziert
701;Leicht zugängliche Wohnung, klein, aber du hast alles inklusive Waschmaschine und Trockner. Die Lage ist ihr Privileg. Coop ist in der Nähe. Und das Personal ist wirklich freundlich.
701;Die Wohnung befindet sich in günstiger Lage in der Altstadt. 7 Gehminuten vom Bahnhof entfernt. Dies ist ein Ort zum Schlafen und Erholen. Es ist bis Mitternacht etwas laut, aber wenn du einen Tag daraus gemacht hast, wirst du es nicht bemerken. (Wir waren im Sommer dort, also waren die Fenster offen). Die Bettwäsche ist komfortabel, Wohnung sehr sauber, Küchenutensilien genug für 3 Gäste, Espressomaschine, Waschmaschine (Waschmittellaken am großen Migros im Bahnhof verfügbar) und Trockner und ein stehender Ventilator. Dies ist eine Wohnung auf der 4. Etage, sodass es warm ist. Öffentliches Schwimmen ist 15 Minuten entfernt in der Limmat.
702;"Céleste's Wohnung ist erstaunlich. Die Aussicht aus der Wohnung ist sowohl faszinierend als auch die Unterkunft selbst. Es befindet sich in einer ruhigen Gegend, mit verschiedenen Straßenbahnlinien in fußläufiger Entfernung, Supermarkt und Restaurants rund um den Ort. Insgesamt sehr empfehlenswert und würde mich freuen, wieder die Möglichkeit zu haben, hier zu übernachten.
Mehr anzeigen"
702;Toller Gastgeber, Celeste war sehr hilfsbereit und hat sehr effizient geantwortet. Schöne Wohnung, die man sich richtig fühlen kann.
702;Eine wunderschöne Wohnung, mit herrlicher Aussicht und vielen Annehmlichkeiten an einer ruhigen Adresse in Zürich.
702;"Celeste's Wohnung ist einfach unglaublich. Es ist alles da, was man sucht und sogar noch mehr! Mit meiner Frau haben wir seine Wohnung als temporären Ort genutzt, als wir nach Zürich gezogen sind, und wir hoffen, dass unsere neue Wohnung wie diese sein würde! Die Aussicht, Tag und Nacht, ist erstaunlich und die Wohnung ist sehr gut mit dem Stadtzentrum von Zürich verbunden.

Celeste ist sehr präzise und hat uns alles hinterlassen, was für den Alltag benötigt wird. Er antwortete immer schnell auf alle Fragen, die wir stellten oder Zweifel hatten.

Ich empfehle seine Wohnung jedem, der Zürich besucht.
Mehr anzeigen"
702;"Célestes Wohnung war sehr günstig für uns gelegen. Der Fluss war super nah am Laufen und es war sehr nah an meiner Arbeit. Die Wohnung selbst ist modern und attraktiv mit einem geräumigen Balkon und vielen schönen Pflanzen. Insgesamt hatten wir einen sehr angenehmen und erholsamen Aufenthalt. Danke. Andrin & Christina
Mehr anzeigen"
702;"Vielen Dank an Céleste für Ihre tolle Gastfreundschaft, Ihre Freundlichkeit und Ihr Verständnis. Unser Aufenthalt war sehr angenehm. Die komfortable Wohnung war sehr gut gelegen und mit Geschmack und Sorgfalt eingerichtet. Die Aussicht aus der Wohnung war auch sehr angenehm und hat wirklich dazu beigetragen, die Atmosphäre unserer Reise unvergesslich zu machen. Es ist mir ein Vergnügen, mich in den Ferien wie zuhause zu fühlen! Nochmals vielen Dank! Wir empfehlen die Adresse wärmstens.
Mehr anzeigen"
705;Toller Aufenthalt!
705;Tanias Wohnung liegt in einer sehr schönen Gegend und in toller Lage neben Cafés, dem Park und der Oper. Es war sauber, aber einige Dinge in der Wohnung müssten repariert werden – Türgriff, Vorhänge. Insgesamt war der Aufenthalt schön.
705;"Wunderschöne, geräumige, sehr komfortable Wohnung. Schöner Ort.
Tania ist eine tolle Gastgeberin, sehr präzise, ​​professionell und höflich. Immer aufmerksam auf alle Wünsche."
705;"Vorteile
Lage (nahe See und Zentrum)
Geräumige Wohnung
Oft superschnelle Antwort vom Gastgeber
Guter Preis während der Pandemie, aber wenn ich zu einem späteren Zeitpunkt mehr dafür bezahlen müsste, für die gleiche Qualität, die wir erhalten haben, würde ich um einen Rabatt bitten.

Nachteile
Der Staubsauger war kaputt und ich musste ein paar Mal nach einem Ersatz suchen, aber schließlich bekam ich einen neuen. Die Trinkgläser waren leicht angeschlagen, aber ich habe auch ein Ersatzset bekommen. Wir mussten auch ein paar Tage ohne Spülmaschine auskommen, aber Tania informierte uns bereits vor unserer Ankunft darüber, dass die vorherigen Gäste sie kaputt gemacht hatten, bevor sie sie reparieren ließ (3 oder 4 Tage nach unserem 10-tägigen Aufenthalt). In der Wohnung gibt es keine grundlegenden Reinigungsmittel. Wenn Sie also länger als ein paar Tage bleiben, müssen Sie einige davon kaufen, auch Müllsäcke (Sie erhalten nur einen). Tania hat viele Wohnungen verwaltet, daher habe ich den Eindruck, dass sie von Zeit zu Zeit einen Frühjahrsputz machen und prüfen müssen, ob die Wohnung noch gebrauchsfähig ist ... und die Reinigung ordnungsgemäß durchgeführt wird. Wir haben Zigarettenasche unter der Couch gefunden. Das war eindeutig ein Fehler des Reinigungsteams. Als wir darauf reagierten, antwortete Tania nicht wirklich darauf. Außerdem wird es in der Wohnung auch im März sehr heiß ... man muss alle Fenster offen lassen, sonst schwitzt man die ganze Nacht (das geht ohne Heizung). Ich bin mir nicht sicher, wie es im Sommer sein würde, aber da in jedem Zimmer große Ventilatoren vorhanden sind, wissen sie wahrscheinlich bereits, dass es ein Problem mit der Temperatur gibt, das nicht geändert werden kann."
705;"Perfekt
Gerne immer wider"
705;Einfach perfekt
705;Toller Aufenthalt!
705;Tanias Wohnung liegt in einer sehr schönen Gegend und in toller Lage neben Cafés, dem Park und der Oper. Es war sauber, aber einige Dinge in der Wohnung müssten repariert werden – Türgriff, Vorhänge. Insgesamt war der Aufenthalt schön.
705;"Wunderschöne, geräumige, sehr komfortable Wohnung. Schöner Ort.
Tania ist eine tolle Gastgeberin, sehr präzise, ​​professionell und höflich. Immer aufmerksam auf alle Wünsche."
705;"Vorteile
Lage (nahe See und Zentrum)
Geräumige Wohnung
Oft superschnelle Antwort vom Gastgeber
Guter Preis während der Pandemie, aber wenn ich zu einem späteren Zeitpunkt mehr dafür bezahlen müsste, für die gleiche Qualität, die wir erhalten haben, würde ich um einen Rabatt bitten.

Nachteile
Der Staubsauger war kaputt und ich musste ein paar Mal nach einem Ersatz suchen, aber schließlich bekam ich einen neuen. Die Trinkgläser waren leicht angeschlagen, aber ich habe auch ein Ersatzset bekommen. Wir mussten auch ein paar Tage ohne Spülmaschine auskommen, aber Tania informierte uns bereits vor unserer Ankunft darüber, dass die vorherigen Gäste sie kaputt gemacht hatten, bevor sie sie reparieren ließ (3 oder 4 Tage nach unserem 10-tägigen Aufenthalt). In der Wohnung gibt es keine grundlegenden Reinigungsmittel. Wenn Sie also länger als ein paar Tage bleiben, müssen Sie einige davon kaufen, auch Müllsäcke (Sie erhalten nur einen). Tania hat viele Wohnungen verwaltet, daher habe ich den Eindruck, dass sie von Zeit zu Zeit einen Frühjahrsputz machen und prüfen müssen, ob die Wohnung noch gebrauchsfähig ist ... und die Reinigung ordnungsgemäß durchgeführt wird. Wir haben Zigarettenasche unter der Couch gefunden. Das war eindeutig ein Fehler des Reinigungsteams. Als wir darauf reagierten, antwortete Tania nicht wirklich darauf. Außerdem wird es in der Wohnung auch im März sehr heiß ... man muss alle Fenster offen lassen, sonst schwitzt man die ganze Nacht (das geht ohne Heizung). Ich bin mir nicht sicher, wie es im Sommer sein würde, aber da in jedem Zimmer große Ventilatoren vorhanden sind, wissen sie wahrscheinlich bereits, dass es ein Problem mit der Temperatur gibt, das nicht geändert werden kann."
705;Schöner Ort!
708;"Wir waren schon öfter in Ferienwohnungen, haben aber noch nie so eine perfekte Gastfreundschaft erlebt. Der Küchenschrank war bestückt mit vielen Dingen, die wir hätten verbrauchen können. Da war eine Vertrauenskasse, ein kleines Schwein, in das man dann einlegen konnte. Sogar Ersatzzahnbürsten gab es. Vertrauen ehrt den Gast!
Wir hatten unseren Enkel tags in der Wohnung zum Hüten, weil dessen Eltern in Zürich umgezogen sind. Judith hatte alles bereitgehalten, was für so einen kleinen Menschen von 6 Monaten wichtig ist: Wickelgelegenheit, Windeltüten, Unterlagen, ein Kinderbett, ein gepolstertes erhöhtes Laufgitter, in dem sich der junge Mann sichtlich vergnügte und in die Welt blickte, etc., etc. Eine perfekte Wohnung für Menschen mit einem Baby. Die Kommunikation war sehr gut. Am letzten Tag wurde uns noch ein toller Nachtisch serviert. Da wir Kinder und Enkel in Zürich und Zug haben, können wir uns sehr gut vorstellen, wiederzukommen. Judith hat uns Ihren Stellplatz für das Auto angeboten, und den Hausflur für den Kinderwagen. Unser Auto wurde während der ganzen Zeit nicht mehr bewegt. Mit ÖV haben wir alles gut erreicht: Die Wohnungen der Zügler und die Innenstadt. Das Wohnquartier ist ruhig und angenehm, kein Verkehrslärm in der Straße. Es war eine gute Zeit für uns."
708;Die Wohnung von Judith ist sehr schön und perfekt auch für einen längeren Urlaub in Zürich. Die Lage ist sehr gut, mit dem Fahrrad erreicht man das Zentrum, den Seeund andere Ziele sehr einfach. Und auch in der Umgebung gibt es nette Plätze zu entdecken. Judith und ihre Familie sind sehr gastfreundlich und offen. Wir würden jederzeit wiederkommen.
708;Wunderbare Gastgeberin!
708;Sehr gute und angenehme Gastgeberin, tolle Lage , tolle Wohnung!
708;Judith ist eine sehr zuvorkommende und sympathische Gastgeberin, wie auch der Rest der Familie. Die Lage, Größe und Ausstattung der Wohnung ist für eine Familie super, insbesondere die große Auswahl an Spielzeug. Wir kommen gerne wieder.
