;name;price;price_reduced;guests;bedrooms;beds;bathrooms;lat;lng;nr_of_ratings;rating_overall;rating_valueformoney;rating_location;rating_checkin;rating_communication;rating_cleanliness;rating_data_accuracy;comments;rooms;price_y;district;mean_rental_price
20;Speziell & sonnig, nur 10min bis HB Zürich &Flughafen;79.0;0.0;3;1;2;1.0;47.41037;8.59406;27;5.0;0.0;0.0;0.0;0.0;0.0;0.0;['Olgas Wohnung ist sehr komfortabel, sauber und super ausgestattet. Sie ist eine tolle Gastgeberin - sie antwortete schnell und fragte nach wie es uns geht. Alles ist top organisiert. Wir hatten einen tollen Aufenthalt und können Olgas Wohnung sehr empfehlen!', 'Sehr sonnige, große und moderne Wohnung mit großem Balkon. Hat Spaß gemacht von dort aus die Stadt zu entdecken. Man fühlt sich von Anfang an wohl!', 'Geniale Lage, nahe und schnelle Anbindung, um die Stadt kennenzulernen ( S-Bahn fast vor der Tür), saubere, große, ruhige und gemütliche Wohnung, klasse Kommunikation ( freundlich, schnell und unkompliziert). Danke liebe Olga, wir haben die Zeit sehr genossen.', 'Die Wohnung ist sehr schön und geräumig so dass man sich auf anhieb wohl fühlt.\nDas Quartier ist ruhig und sehr zentral gelegen, Zürich HB ist innerhalb von 10min erreichbar.\nIch würde jederzeit wieder Olgas Wohnung buchen und sie jedem weiterempfehlen.', 'Olga war immer zuvorkommen und sehr nett. Die Wohnung ist einfach schön! Tolle Lage!', 'Super Unterkunft, top Lage!\nHabe mich wie zuhause gefühlt. Sehr großzügige Wohnung', 'Olgas Wohnung ist sehr komfortabel, sauber und super ausgestattet. Sie ist eine tolle Gastgeberin - sie antwortete schnell und fragte nach wie es uns geht. Alles ist top organisiert. Wir hatten einen tollen Aufenthalt und können Olgas Wohnung sehr empfehlen!', 'Sehr sonnige, große und moderne Wohnung mit großem Balkon. Hat Spaß gemacht von dort aus die Stadt zu entdecken. Man fühlt sich von Anfang an wohl!', 'Geniale Lage, nahe und schnelle Anbindung, um die Stadt kennenzulernen ( S-Bahn fast vor der Tür), saubere, große, ruhige und gemütliche Wohnung, klasse Kommunikation ( freundlich, schnell und unkompliziert). Danke liebe Olga, wir haben die Zeit sehr genossen.', 'Vielen Dank, Liebe Gaby, es freut mich, dass ihr es schön hattet. LG, Olga', 'Die Wohnung ist sehr schön und geräumig so dass man sich auf anhieb wohl fühlt.\nDas Quartier ist ruhig und sehr zentral gelegen, Zürich HB ist innerhalb von 10min erreichbar.\nIch würde jederzeit wieder Olgas Wohnung buchen und sie jedem weiterempfehlen.', 'Olga hat eine sehr schöne Wohnung, sie ist riesig und angenehm zu bedienen. Die Annehmlichkeiten im Apartment sind zahlreich. Die Lage ist in der Tat perfekt, um nach Zürich HB zu fahren, da der Bahnhof Wallisellen sehr nah zu Fuß ist. Insgesamt war es ein sehr angenehmer Aufenthalt für uns alle!', 'Vielen Dank für Ihre Rückmeldung, Anthony. Ich hoffe, dich wieder aufnehmen zu können. Viele Grüße'];3;79.0;Hirzenbach;1369.0
21;Komfortable, farbenfrohe Wohnung!;83.0;0.0;2;1;1;1.0;47.40317;8.55491;5;5.0;5.0;5.0;5.0;5.0;5.0;5.0;[',\n · Last-minute-reise\nIch habe eine Woche übernachtet und eine tolle Zeit verbracht !! Wie mein eigenes Zuhause.\nAntonio ist sehr nett und freundlich und immer erreichbar, wenn man es braucht. Die Wohnung ist sehr schön und komfortabel…\nIch würde definitiv wiederkommen, ohne darüber nachzudenken!\nEinfach ausgedrückt…Fabelhaft !!\nMehr anzeigen', 'Ich habe während meines Besuchs in Zürich einen wunderbaren Aufenthalt bei Antonio verbracht. Seine Unterkunft ist sehr komfortabel und ich habe mich während meines Aufenthalts wie zu Hause gefühlt. Wie im Inserat erwähnt, gibt es viele Annehmlichkeiten, von Küchenutensilien bis zu einer ruhigen Terrasse, um deine Mahlzeiten zu genießen. Es gibt viele Restaurants und Cafés in der Region und Geschäfte, um die Lebensmittel zu kaufen. Die Universität Zürich, Campus Irchel, liegt in der Nähe des Ortes. Die nächste Straßenbahn-/Bushaltestelle ist 3 Gehminuten entfernt und das Zentrum von Zürich erreichst du bequem in etwa 15 Minuten.\n\nAntonio war ein großartiger Gastgeber. Er hat alle meine Fragen zur Unterkunft beantwortet und war bei Bedarf sehr gerne behilflich. Er ist eine wunderbare Seele. Ich würde gerne noch eine Million Mal bei ihm übernachten! Unendlich vielen Dank, Antonio!\nMehr anzeigen', 'Sehr schön, Mahlzeiten auf der Terrasse einnehmen zu können. Die Wohnung ist sauber. Die Küche ist gut ausgestattet. Eine etwas laute Umgebung am Morgen in der Nähe.\n\nAntonio ist ein entspannender, einladender, freundlicher Junge und bot mir sogar an, mir zu helfen. Er schläft auf einem Schlafsofa vor dem Schlafzimmer.\nMehr anzeigen', 'Antons Unterkunft ist sehr komfortabel. Besonders die Dusche war sehr kräftig und gut !!! Es gab genügend Küchenutensilien und eine gut ausgestattete Küche.'];2;83.0;Oerlikon;1667.0
22;Gemütliche Wohnung in der Nähe vom Flughafen Zürich/ Opfikon;68.0;0.0;2;1;1;1.0;47.4296;8.56198;23;4.91;4.8;4.9;4.8;5.0;4.9;4.9;['Die Unterkunft ist sehr ordentlich und sauber mit guter Anbindung an den ÖPNV. Hat alles gut geklappt. Gerne wieder.', 'Wieder perfekt und sehr zuvorkommend', 'Schöne saubere Wohnung direkt am Bahnhof mit guten Anbindungen nach Zürich.', 'Es ist alles vorhanden was man braucht. Preis und Leistung sind für die Verhältnisse im Raum Zürich sehr gut. Ein wenig mehr Information zur Parkplatzsituation wäre hilfreich. Ich werde wiederkommen.', 'Wie immer - super für unsere Bedürfnisse', 'Schöne Wohnung in der Nähe des Flughafens. Peijia war auch immer gut erreichbar und Check-In war auch simpel.', 'Die Unterkunft ist sehr ordentlich und sauber mit guter Anbindung an den ÖPNV. Hat alles gut geklappt. Gerne wieder.', 'Wieder perfekt und sehr zuvorkommend', 'Schöne saubere Wohnung direkt am Bahnhof mit guten Anbindungen nach Zürich.', 'Es ist alles vorhanden was man braucht. Preis und Leistung sind für die Verhältnisse im Raum Zürich sehr gut. Ein wenig mehr Information zur Parkplatzsituation wäre hilfreich. Ich werde wiederkommen.', 'Toller Aufenthalt bei Peijia. Die Check-in-Anweisungen waren sauber, die Wohnung war sauber und in der Nähe der öffentlichen Verkehrsmittel und des Supermarktes.'];2;68.0;Seebach;1445.0
23;zentrales Appartement in Zürich;70.0;0.0;3;1;1;1.0;47.3647;8.5552;3;5.0;5.0;5.0;5.0;5.0;5.0;5.0;['Wir hatten einen sehr angenehmen Aufenthalt bei Anja. Gemütliche und bequeme Unterkunft mit Zugang', 'Wir verbrachten einen wunderbaren Aufenthalt in Anjas Wohnung. Sie ist komfortabel und gemütlich. Im Herzen einer sehr schönen und grünen Gegend in Zürich gelegen, war alles leicht zu erreichen. Der perfekte Ort, um Zürich zu erkunden! Anja ist eine freundliche und großzügige Gastgeberin und kommunikativ. Jederzeit gerne wieder!\nMehr anzeigen', 'Anjas Unterkunft war gemütlich und ein idealer Ausgangspunkt, um Zürich zu erkunden. Der See liegt ca. 10 Gehminuten entfernt und der Bahnhof nur 20, aber ein Bus hält direkt vor der Tür! Die Kommunikation war schnell und der Check-in einfach und die Unterkunft hatte alles, was ich für ein paar Tage brauchte. Erstaunliches Preis-Leistungs-Verhältnis im Vergleich zu anderen Optionen in Zürich und fühlte sich wirklich gemütlich und komfortabel an. Ich würde es wirklich empfehlen!\nMehr anzeigen'];3;70.0;Hirslanden;1933.0
24;Atelier in Zürich Enge, Kreis 2;85.0;0.0;2;1;2;1.0;47.3564;8.52464;104;4.88;4.8;4.9;4.9;4.9;4.9;4.9;['Die Wohnung ist wunderschön und sehr geschmackvoll eingerichtet. Sie ist sehr ruhig gelegen, aber Geschäfte, Restaurants und ÖPNV sind wirklich leicht fußläufig erreichbar. Das Badezimmer ist sehr geräumig und scheint erst kürzlich neu renoviert worden zu sein. Gehobener Standard. Ich habe mich sehr wohl gefühlt und komme bestimmt wieder!', 'Das Zimmer hält was es verspricht', 'Sehr schöne Unterkunft, zentral in der Nähe des Zürichsees, jederzeit gerne wieder :-)', 'Ein schönes liebevoll eingerichtetes kleines Zimmer mit allem was man braucht, gute Lage, sehr gutes Preis Leistungsverhältnis und Peter hat immer sehr schnell geantwortet. Wir durften sogar später auschecken, was uns sehr entgegen kam. Sehr zu empfehlen.', 'Schönes geräumiges Studio schön und zweckmäßig eingerichtet. Ideal für meine Bedürfnisse.', 'Für einen kurzen Aufenthalt ist dass eine perfekte Unterkunft. Es ist eine gemütliche Unterkunft in einer ruhigen Lage und so nah am Zürichsee. Einfach toll.', 'Die Wohnung ist wunderschön und sehr geschmackvoll eingerichtet. Sie ist sehr ruhig gelegen, aber Geschäfte, Restaurants und ÖPNV sind wirklich leicht fußläufig erreichbar. Das Badezimmer ist sehr geräumig und scheint erst kürzlich neu renoviert worden zu sein. Gehobener Standard. Ich habe mich sehr wohl gefühlt und komme bestimmt wieder!', 'Das Zimmer hält was es verspricht', 'Sehr schöne Unterkunft, zentral in der Nähe des Zürichsees, jederzeit gerne wieder :-)', 'Ein schönes liebevoll eingerichtetes kleines Zimmer mit allem was man braucht, gute Lage, sehr gutes Preis Leistungsverhältnis und Peter hat immer sehr schnell geantwortet. Wir durften sogar später auschecken, was uns sehr entgegen kam. Sehr zu empfehlen.', 'Gerne wieder'];2;85.0;Sihlfeld;1516.0
26;Cosy 1-Zimmer-Wohnung in der Altstadt Zürich;80.0;0.0;2;1;1;1.5;47.36912;8.54596;31;4.58;4.3;4.9;4.7;4.7;4.7;4.8;"['Die Unterkunft liegt inmitten der Züricher Altstadt, ist sehr ruhig und mit der S-Bahn hervorragend angebunden. Alles in der Unterkunft funktioniert wunderbar, vom Bad bis zum Herd. Für die Verpflegung hat es alles in der Nähe was man braucht: Supermarkt, Restaurants, Bars, Apotheken.\nPeter ist ein hervorragender, hilfsbereiter Host. Die Kommunikation gestaltete sich sehr unkompliziert und beim Check-in und Check-out war er sehr entgegenkommend. Ich war an einem Abend auch mit ihm essen, weil er so sympathisch ist, und er hat mir dabei noch ein paar Dinge in der Altstadt gezeigt. Ich kann dieses Airbnb also nur wärmstens weiterempfehlen!', 'Tolle, minimalistisch Unterkunft im Zentrum! Mein Aufenthalt in Zürich wurde durch das nette Apartment, mit sehr guter Lage, bereichert. Zu Beginn wurde ich gastfreundlich von dem Host Peter, welchen ich vorher über WhatsApp kontaktieren konnte, begrüßt. Die Unterkunft befindet sich in seiner Arztpraxis, was zu Beginn etwas irritierend ist und so in der Beschreibung nicht herauszulesen war. Der Kochbereich ist durch einen Vorhang vom Wartebereich seiner Praxis getrennt. Alles ist sehr minimalistisch eingerichtet, was voll ok ist, wenn man vor hat viel unterwegs zu sein. Was toll war, dass der Host zu jeder Zeit per WhatsApp erreichbar war und mir auf Nachfrage Küchenutensilien vorbei gebracht hat :). Gerne wieder!', ""The best thing about Peter's place is undoubtedly the location in the heart of Zurich's Old Town and literally 5 minutes from the Stadelhofen train station (a short ride from the airport as well). The second best thing is how absolutely quiet it is. The twin mattress was comfortable and there were enough covers to keep me warm (cold nights during my stay). Heaters are available in the bedroom and bathroom. There are no window coverings in the bedroom and occupants from the building across were in the line of sight, so I hung a sheet over the main window to create some privacy. The kitchen has the bare minimum and is shared with Peter's medical office, which is incidentally where you gain access into the unit (this wasn't clear from the listing description). Communication with Peter was easy and prompt, and Peter is friendly and thoughtful. The location ad well as having a private space were my main booking factors. I should mention the shower has great water pressure too."", 'Perfekte Unterkunft für meinen Aufenthalt!', 'Sehr nettes Altbauzimmer mit eigenem Badezimmer mitten in der Altstadt in der nähe des Sees- sehr ruhig, zentral, sauber. Angenehmer Empfang- sehr zu empfehlen!', 'Sehr schöne Wohnung in einer praktischen Lage in Zürich!', 'Die Unterkunft liegt inmitten der Züricher Altstadt, ist sehr ruhig und mit der S-Bahn hervorragend angebunden. Alles in der Unterkunft funktioniert wunderbar, vom Bad bis zum Herd. Für die Verpflegung hat es alles in der Nähe was man braucht: Supermarkt, Restaurants, Bars, Apotheken.\nPeter ist ein hervorragender, hilfsbereiter Host. Die Kommunikation gestaltete sich sehr unkompliziert und beim Check-in und Check-out war er sehr entgegenkommend. Ich war an einem Abend auch mit ihm essen, weil er so sympathisch ist, und er hat mir dabei noch ein paar Dinge in der Altstadt gezeigt. Ich kann dieses Airbnb also nur wärmstens weiterempfehlen!', 'Tolle, minimalistisch Unterkunft im Zentrum! Mein Aufenthalt in Zürich wurde durch das nette Apartment, mit sehr guter Lage, bereichert. Zu Beginn wurde ich gastfreundlich von dem Host Peter, welchen ich vorher über WhatsApp kontaktieren konnte, begrüßt. Die Unterkunft befindet sich in seiner Arztpraxis, was zu Beginn etwas irritierend ist und so in der Beschreibung nicht herauszulesen war. Der Kochbereich ist durch einen Vorhang vom Wartebereich seiner Praxis getrennt. Alles ist sehr minimalistisch eingerichtet, was voll ok ist, wenn man vor hat viel unterwegs zu sein. Was toll war, dass der Host zu jeder Zeit per WhatsApp erreichbar war und mir auf Nachfrage Küchenutensilien vorbei gebracht hat :). Gerne wieder!', 'Das Beste an Peters Unterkunft ist zweifellos die Lage im Herzen der Zürcher Altstadt und buchstäblich 5 Minuten vom Bahnhof Stadelhofen entfernt (auch eine kurze Fahrt vom Flughafen entfernt). Das zweite Beste ist, wie absolut ruhig es ist. Die Doppelmatratze war bequem und es gab genügend Bezüge, um mich warm zu halten (kalte Nächte während meines Aufenthalts). Heizungen stehen im Schlafzimmer und Badezimmer zur Verfügung. Es gibt keine Fensterabdeckungen im Schlafzimmer und die Bewohner des Gebäudes gegenüber waren in Sichtweite, also hängte ich ein Laken über das Hauptfenster, um etwas Privatsphäre zu schaffen. Die Küche hat das absolute Minimum und wird mit Peters medizinischem Büro geteilt, wo du übrigens Zugang zur Einheit erhältst (dies war aus der Auflistungsbeschreibung nicht klar). Die Kommunikation mit Peter war einfach und schnell, und Peter ist freundlich und aufmerksam. Die Lage und eine private Unterkunft waren meine wichtigsten Buchungsfaktoren. Ich sollte erwähnen, dass die Dusche auch einen hohen Wasserdruck hat.', 'Peter war ein sehr freundlicher und hilfsbereiter Gastgeber. Die Wohnung ist einfach, aber gemütlich und befindet sich in einem schönen Viertel. Ich hatte eine tolle Zeit!']";2;80.0;Mühlebach;2060.0
27;Schöne Wohnung in der Nähe des Stadtzentrums, der ETH & Uni;70.0;0.0;2;1;2;1.5;47.37911;8.55166;200;4.73;4.7;4.7;4.9;4.9;4.8;4.8;['Das Appointment ist genau wie beschrieben, in einer super ruhigen Wohngegend. Sebastian ist sehr freundlich, offen.', 'Zentrale Wohnung, ausreichend Platz für 2 Personen, Preis- Leistungsverhältnis stimmt', 'Das Appartement hat eine tolle Lage, ruhig gelegen, schön eingerichtet und gute Kommunikation mit dem Gastgeber!', 'Die perfekte Unterkunft für zwei für einen schönen Wochenendtrip.', 'Alles bestens gewesen. Keine Probleme!', 'Zürich ist immer einen Besuch wert. Einfaches Studio mit guter Lage in einem angenehmen Viertel am Zürichberg. Nur wenige Minuten zur Tram und zum Bus. Sehr gute Anbindung zu Flughafen.', 'Das Appointment ist genau wie beschrieben, in einer super ruhigen Wohngegend. Sebastian ist sehr freundlich, offen.', 'Zentrale Wohnung, ausreichend Platz für 2 Personen, Preis- Leistungsverhältnis stimmt', 'Das Appartement hat eine tolle Lage, ruhig gelegen, schön eingerichtet und gute Kommunikation mit dem Gastgeber!', 'Die perfekte Unterkunft für zwei für einen schönen Wochenendtrip.', 'Einfaches Appartement in wunderschöner Umgebung und zentraler Lage, das wir sehr gerne zum wiederholten Mal für unsere Gäste in Zürich genutzt haben. Die Kommunikation mit unserem Host Sebastian war erneut exzellent. Gerne wieder!'];2;70.0;Hottingen;1774.0
28;Schöne Doppelbetteinheit im Herzen Zürichs 💐;75.0;0.0;2;1;2;1.0;47.38722;8.52948;6;4.67;4.7;4.8;4.8;5.0;4.5;4.7;['Freundliches Appartement. Angenehme Atmosphäre.\nSehr tolle Lage in Zürich, wenn auch ein wenig laut draussen, aber die Fenster schliessen recht gut.\nOhne Tisch und Stuhl, wer nicht gern auf einer Matratze sitzt, sollte nachfragen.\nGute Kommunikation.\nMehr anzeigen', 'Es war ein sehr netter Aufenthalt, sämtliche Kommunikation lief absolut problemlos und sowohl beim Check-In als auch beim Check-Out war alles organisatorisch und zeitlich extrem flexibel :)', 'Stressfreier Besuch, Michelli entspricht sehr deutlich und schnell. Die Lage ist großartig, da es in der Nähe der Straßenbahnhaltestelle ist und das Zimmer gut eingerichtet ist:)', 'Komfortabler Aufenthalt in großartiger Lage.', 'süße Wohnung! Günstige Lage ins Stadtzentrum... Danke!!', 'Es ist eine gemütliche Wohnung in großartiger Lage. Es liegt direkt neben der Straßenbahnhaltestelle (aber es ist nachts immer noch ruhig), in der Nähe des Flusses und der Stadt. Die Wohnung sieht genauso aus wie auf den Bildern. Ich hatte auch die Möglichkeit, die Waschmaschine des Gebäudes zu nutzen (die nicht als selbstverständlich zu betrachten ist). Auch die Kommunikation und die Absprachen waren perfekt. Danke Michelli, dass du dein Zuhause teilst!\nMehr anzeigen'];2;75.0;Unterstrass;1522.0
31;Helle Wohnung mit Balkon;75.0;0.0;2;1;1;1.0;47.36961;8.5122;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;['Ich habe das für den Besuch meiner Mutter gebucht und es war perfekt! Sie gab ihr einen Ort, um sich zu entspannen/mehr zu fühlen und abends/morgens eine Tasse Tee zu machen, bevor wir uns trafen und jeden Tag ausgingen.\nDas Einzige, was sie erwähnt hat, war, dass die Dusche keinen Duschvorhang hatte, also versuchte sie, nicht überall Wasser zu bekommen - also lohnt es sich vielleicht, eine für zukünftige Gäste zu bekommen 😊\nUnd sie sagte, dass sie nachts ein bisschen Lärm hören konnte (ich denke, vom Flur aus, wenn jemand nach Hause zurückkehrt).\nAber abgesehen davon war die Wohnung genau wie auf den Fotos! Beachte einfach, dass das Bett auf dem Boden ist und es keinen Fernseher gibt (die einzigen beiden Dinge, die mich bei der Reflexion daran hindern, es wieder für sie zu buchen). Aber es war sauber und ordentlich und ist eine großartige Lage und Preis! Die Straßenbahnhaltestelle (+ Bäckerei/Takeaway-Kaffee/Coop) ist gleich um die Ecke, sodass meine Mutter alleine in die Straßenbahn steigen konnte, um mich zu treffen. Und Weidikon ist eine großartige Gegend mit vielen tollen Restaurants, die nur 15 Gehminuten entfernt sind.\nMehr anzeigen'];2;75.0;Sihlfeld;1516.0
34;Newly renovated, new facilities;75.0;0.0;2;1;1;1.0;47.40459;8.55784;7;4.29;4.1;4.6;4.9;4.7;4.4;4.3;"['We had a good stay but wifi is very slow and the slatted frame was unstable.', ""Nice apartment to sleep, but we hoped to actually be able to cook there: One microwave, one hot plate and only general cutlery (no real cutting knifes, no further supplement like salt etc.). So unless cooking means for you to turn on a microwave, you will be disappointed.\nSimo was helpful when the wifi didn't work 👍🏼"", 'Logement calme et bien placé. Simo est très réactif. Je recommande.', 'Nice apartment, great and helpful host! Fully recommend staying there :)', 'Sehr zufrieden.', 'Was man noch zur Verfügung stellen kann ist ein Haar Föhn', 'Wir hatten einen guten Aufenthalt, aber WLAN ist sehr langsam und der Lattenrahmen war instabil.', 'Vielen Dank für dein Feedback. Wir freuen uns zu hören, dass du einen guten Aufenthalt hattest und dass du deine Zeit hier genossen hast.\nNach deinem Aufenthalt konnten wir jedoch bemerken, dass der Lattenrahmen kaputt war. Wir haben es gerade komplett durch einen neuen Lattenrahmen ersetzt. Bitte beachte bezüglich des WLANs, dass es bei hoher Geschwindigkeit funktioniert, da auch Streaming usw. problemlos funktioniert. Viele Grüße Simo', 'Schöne Wohnung zum Schlafen, aber wir hatten gehofft, dort tatsächlich kochen zu können: eine Mikrowelle, eine Kochplatte und nur allgemeines Besteck (keine echten Schneidmesser, kein weiterer Zuschlag wie Salz usw.). Wenn das Kochen also nicht bedeutet, dass du eine Mikrowelle einschaltest. Du wirst enttäuscht sein.\nSimo war hilfreich, als das WLAN nicht funktionierte 👍🏼', 'Vielen Dank für dein Feedback. Wir freuen uns\nzu hören, dass du einen guten Aufenthalt hattest und dass du\nhat dir die Zeit gefallen.\nBitte beachte, dass du die Küchenausstattung gemäß den Bildern in der Anzeige findest. Viele Grüße Simo', 'Ruhige und gut gelegene Unterkunft. Simo reagiert sehr schnell. Empfehlenswert.', 'Schöne Wohnung, toller und hilfsbereiter Gastgeber! Ich empfehle unbedingt, dort zu übernachten:)', 'Simos Wohnung war das, was ich gesucht und meine Bedürfnisse erfüllt habe.']";2;75.0;Oerlikon;1667.0
35;Gemütliche und komfortable Wohnung in grün;80.0;0.0;2;1;1;1.0;47.40777;8.5683;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;['Tolle Wohnung und sehr hilfsbereiter Gastgeber. Sehr empfehlenswert !', 'Schöner Ort, der Check-in war einfach. Toller Balkon, um draußen zu sitzen. Die Wohnung war etwas alt und einige der Lichter waren ein wenig knifflig. Die Schlafsituation war auch neu für mich, sowohl die wichtigsten schlechten als auch die Zustellbetten sind Tami-Matten mit Futons. Für Menschen, die nicht Farmiliar sind, sind sie gewebte Matten mit einem Holzkern. Etwas hart, aber bequem, sobald man sich daran gewöhnt hat. Abgesehen davon war der Aufenthalt gut.\nMehr anzeigen'];2;80.0;Saatlen;1182.0
36;Winzige helle Wohnung 8 min von Hb Zürich;76.0;0.0;4;1;2;1.0;47.36069;8.52317;5;5.0;4.6;5.0;5.0;5.0;5.0;5.0;"['Karen is a very kind and friendly person. Gave a lot of tips about Zurich and the area. Really easygoing and fast in response. The appartment is very very nice and it\'s located ""strategically"" so it is basically close to everything.', ""A lovely little flat in a great location with excellent public transport links and two (!) balconies. Nearby Sihlcity and Brunau cover all your shopping needs and if you want to get away from it all, you can be on the Allmend in 10 minutes from where a multitude of paths lead up to Uetliberg with great views of the city, the lake and, on a good day, the Alps. Karen is a brilliant host, quick to respond to queries and very welcoming. I made the flat my home for two months during the lockdown and couldn't have wished for a nicer stay.\nMehr anzeigen"", 'You can expect a very clean, new and super cool apartment. Karen is a fantastic host and really cares. Also she can give you helpful advice since she knows Zurich and Switzerland very well. The neighborhood is calm, friendly and silent. I was lucky since during my stay the sun was shining a lot which was perfect because the apartment has two balconies ;-). I can very much recommend the tiny apartment and Karen as a host -she is a absolutely super host! Thank you!\nMehr anzeigen', 'Karen is a great host: promptly replying to messages, caring and doing her absolute best to guarantee a nice stay at her apartment.', 'We were the very first guests and we had a lovely stay at Karen’s place. The apartment has been fully renovated, it’s very comfortable and well equipped. It has been very well arranged, it’s at the same time cozy and modern. The neighborhood is very well located with many shops/supermarket nearby and public transportation too. Last but not least, Karen is also a very nice and friendly host. Everything was great and we highly recommend this place whenever you come to Zürich.\nMehr anzeigen']";4;76.0;Sihlfeld;2051.0
41;Cosy jungely studio with spacious terrace;89.0;0.0;2;1;1;1.0;47.35286;8.55978;158;4.95;0.0;0.0;0.0;0.0;0.0;0.0;['Alles wie beschrieben. Haben uns sehr wohlgefühlt, so als hätte uns ein alter Freund sein Appartement überlassen.\nDie Terrasse haben wir sehr genossen.\nLage ist gut, sehr nahe am See. Straßenbahn um die Ecke. Wir haben trotzdem alles zu Fuß gemacht. Ist ein schöner Weg ins Zentrum.\nSchlüsselübergabe unkompliziert.\nParken ging auch ganz gut, man muss sich vorher nur eine Parkerlaubnis für die blaue Zone ausdrucken (15CHF/d). Geht online ganz einfach.\n\nGerne wieder!', 'Wir haben uns super wohl gefühlt!! Super netter Kontakt! Alles reibungslos verlaufen!! Sehr zu empfehlen, gerne wieder!', 'Wir haben die Zeit in Johannes Wohnung sehr genossen. Von der Kommunikation, über den Check-In bis zum Aufenthalt lief es rundum super. Wir haben uns in der schön eingerichteten Whg. sehr wohl gefühlt. Alles war wie beschrieben, die Lage ideal, um die Stadt zu erkunden und gemütlich den Abend in entspannter Atmosphäre ausklingen zu lassen. Wir kommen gerne wieder.', 'Wir haben uns sehr wohl gefühlt und würden die Unterkunft jederzeit gerne weiterempfehlen :)', 'Liebevoll eingerichtetes Appartment. Man fühlt sich sofort zu Hause, es ist seeehr sauber gewesen und wo man hinsieht, findet man schöne Details an Einrichtung. Alles da was man braucht, tolle Lage, schön ruhig und einfach super Kommunikation mit Johannes. Danke wir kommen gerne wieder einmal :) bis bald!', 'Meine Mama und mein Bruder waren zu Besuch und haben in dem Apartment von Johannes übernachtet, es hat ihnen super gefallen! :)\nDie Kommunikation verlief einwandfrei und die Wohnung hat eine tolle Terrasse, immer wieder gerne und vielen Dank an den Gastgeber!', 'Alles wie beschrieben. Haben uns sehr wohlgefühlt, so als hätte uns ein alter Freund sein Appartement überlassen.\nDie Terrasse haben wir sehr genossen.\nLage ist gut, sehr nahe am See. Straßenbahn um die Ecke. Wir haben trotzdem alles zu Fuß gemacht. Ist ein schöner Weg ins Zentrum.\nSchlüsselübergabe unkompliziert.\nParken ging auch ganz gut, man muss sich vorher nur eine Parkerlaubnis für die blaue Zone ausdrucken (15CHF/d). Geht online ganz einfach.\n\nGerne wieder!', 'Ja. Gern wieder!', 'Wir haben uns super wohl gefühlt!! Super netter Kontakt! Alles reibungslos verlaufen!! Sehr zu empfehlen, gerne wieder!', 'Wir haben die Zeit in Johannes Wohnung sehr genossen. Von der Kommunikation, über den Check-In bis zum Aufenthalt lief es rundum super. Wir haben uns in der schön eingerichteten Whg. sehr wohl gefühlt. Alles war wie beschrieben, die Lage ideal, um die Stadt zu erkunden und gemütlich den Abend in entspannter Atmosphäre ausklingen zu lassen. Wir kommen gerne wieder.', 'Wir haben uns sehr wohl gefühlt und würden die Unterkunft jederzeit gerne weiterempfehlen :)', 'Eine kleine grüne Oase mit eigener Sonnen- Terrasse in der Züricher Stadt. Zu Fuß ist man in ein paar Minuten an der See Promenade sowie an den tollen Restaurant Tipps von Johannes. Das Auto haben wir auf einem P&R Parkplatz abgestellt und konnten problemlos mit der Tram in die Innenstadt fahren.'];2;89.0;Hirslanden;1761.0
42;Stadt Zürich zentrale Wohnung;85.0;0.0;2;1;1;1.0;47.3618;8.51384;32;4.88;4.6;4.7;4.9;4.9;4.9;4.8;['Hat alles gepasst! Wohnung ist sehr sauber und hatte alles was man so braucht. Die Lage ist auch sehr gut.', 'Sehr empfehlenswert, durchdachte Details, gute Austattung, super sauber, gut gelegen', 'Super Nah beim Thermalbad und Uetliberg. Fanden ein tolles vietnamesisches Restaurant etwas versteckt an der Uetlibergstrasse 111! Kommen gerne wieder!', 'Alles bestens. Danke!', 'Alles entsprach den Erwartungen aus Beschreibung und Fotos.', 'Sehr freundlich und reagierte immer super schnell auf die Nachrichten.', 'Hat alles gepasst! Wohnung ist sehr sauber und hatte alles was man so braucht. Die Lage ist auch sehr gut.', 'Sehr empfehlenswert, durchdachte Details, gute Austattung, super sauber, gut gelegen', 'Super Nah beim Thermalbad und Uetliberg. Fanden ein tolles vietnamesisches Restaurant etwas versteckt an der Uetlibergstrasse 111! Kommen gerne wieder!', 'Alles bestens. Danke!', 'Habt alles was man braucht !'];2;85.0;Friesenberg;1089.0
