;Unnamed: 0;rating_overall;comments;preprocessed_comment
2939;396;4.95;Super Airbnb, nah am Fluss für einen ruhigen Aufenthalt. Voll ausgestattet mit Küche etc. Mein Highlight war das tägliche Schwimmen am Morgen. Einkaufsmöglichkeiten und Restaurants in der Nähe. Einzig die Nähe zu den Gleisen hört man etwas, hat uns aber nicht so sehr gestört. Nette Gastgeberin und Hunde sind willkommen. Top.;super airbnb nah flu ruhigen aufenthalt voll ausgestattet küche etc highlight tägliche schwimmen morgen einkaufsmöglichkeiten restaurant nähe einzig nähe gleisen hört gestört nette gastgeberin hunde willkommen top
2940;396;4.95;Sehr moderne und schön eingerichtete Wohnung, gute Lage und super freundliche Kommunikation. Host war sehr nett, aufmerksam und gastfreundlich!;moderne schön eingerichtete wohnung gute lage super freundliche kommunikation host nett aufmerksam gastfreundlich
2941;396;4.95;"Danke Dir Deniz für die sehr nette Bewertung. Gerne wieder any time :-)
Simone";danke deniz nette bewertung gerne any time simone
2942;396;4.95;Simone ist eine super sympathische Gastgeberin. Es war alles wie angegeben und wunderbar. Wir kommen gerne wieder!:);simone super sympathische gastgeberin angegeben wunderbar kommen gerne
2943;396;4.95;Die Wohnung ist großzügig geschnitten, Spülmaschine, Herd, Bad sind alle neu und modern. Sehr positiv - man hat Jalousien und kann auf jeden Fall verdunkeln, für alle die nur im Dunkeln schlafen können ganz sicher ein Pluspunkt. Die Linie 4 ist in der Nähe und bringt einen schnell in die Innenstadt und an den See. Es ist ein Stellplatz in der Garage vorhanden, sodass man das Auto stehen lassen kann. Übergabe hat sehr gut geklappt und Simone war immer erreichbar und hat alles gut erklärt. Die Bahn fährt in der Nähe vorbei, bei geschlossenem Fester hört man nichts, aber bei geöffneter Balkontür ist es leider laut.;wohnung großzügig geschnitten spülmaschine herd bad neu modern positiv jalousien fall verdunkeln dunkeln schlafen ganz sicher pluspunkt linie 4 nähe bringt schnell innenstadt see stellplatz garage vorhanden soda auto stehen lassen übergabe gut geklappt simone immer erreichbar gut erklärt bahn fährt nähe vorbei geschlossenem fester hört geöffneter balkontür leider laut
2944;396;4.95;Diese Wohnung ist sehr neu und gut ausgestattet. Alle Annehmlichkeiten, die du brauchst, und mehr, werden bereitgestellt. Sie befindet sich in einer im Allgemeinen ruhigen Gegend (es gibt etwas Lärm von einer nahegelegenen Bahnlinie) mit einfachem Zugang zu öffentlichen Verkehrsmitteln. Ganz in der Nähe eines Greenway entlang des Flusses, der ideal für Reisende mit Haustieren oder diejenigen ist, die einen malerischen Laufweg suchen. Insgesamt ist es ein toller Aufenthalt.;wohnung neu gut ausgestattet annehmlichkeiten brauchst mehr bereitgestellt befindet allgemeinen ruhigen gegend gibt lärm nahegelegenen bahnlinie einfachem zugang öffentlichen verkehrsmitteln ganz nähe greenway entlang flu ideal reisende haustieren diejenigen malerischen laufweg suchen insgesamt toller aufenthalt
2945;396;4.95;"Schöne und saubere Unterkunft!
Besonders unvergesslich ist die Gastfreundschaft des Gastgebers. Hübscher und stilvoller Gastgeber, der dir zeigt, wie du das Haus selbst nutzen

kannst😀 Alles ist sauber und gut bestückt,
Der Raum, der dem Vermieter ähnelt, wird lange in Erinnerung bleiben.

Es war eine angenehme und andere Erfahrung, die Nachbarn in guter Lage in Zürich leben zu sehen.

Auch das Parken ist bequem. Es war etwa 15 Minuten vom Flughafen entfernt, so dass es überhaupt nicht umständlich war, obwohl es eine späte Ankunftszeit war. Das Coop war direkt in der Nähe, also war es praktisch.";schöne saubere unterkunft besonders unvergesslich gastfreundschaft gastgebers hübscher stilvoller gastgeber zeigt haus nutzen kannst sauber gut bestückt raum vermieter ähnelt lange erinnerung bleiben angenehme erfahrung nachbarn guter lage zürich leben sehen parken bequem etwa 15 minuten flughafen entfernt überhaupt umständlich obwohl späte ankunftszeit coop direkt nähe praktisch
2946;396;4.95;Simone ist sehr herzlich und sympathisch. Sehr hilfreich. Ihre Wohnung ist sehr geschmackvoll eingerichtet. Ein sehr komfortabler Ort, um nach einem langen Sightseeing-Tag nach Hause zu kommen.;simone herzlich sympathisch hilfreich wohnung geschmackvoll eingerichtet komfortabler ort langen sightseeingtag hause kommen
2947;397;4.56;Guter Ort in der Nähe des Stadtzentrums;guter ort nähe stadtzentrums
2948;397;4.56;"Tolle Unterkunft! Sauber, komfortabel und gut ausgestattet mit allem, was du für einen kurzen Ausflug nach Zürich benötigst. Die Lage ist perfekt. Es ist in der Nähe von der Stadt im Zentrum und ist extrem gut angebunden (Straßenbahnen alle 5-10 Minuten).

Der Check-in und Check-out waren die einfachsten, die ich je erlebt habe! Ideal für späte Ankünfte und vorzeitige Abreisen.

Alex hat mir proaktiv alle Informationen geschickt, die ich brauchte (Müllhandhabung, Ruhezeiten usw.).

Die Internetverbindung war gut genug, um Netflix zu streamen, und war auch stabil genug für diesen frühen Zoom-Anruf.

Ein sehr positiver Hinweis ist, dass man mehr als genug Kaffee (hochwertiger Kaffee!) Kapseln bekommt, um einen Monat zu halten.

Insgesamt eine sehr positive Erfahrung.";tolle unterkunft sauber komfortabel gut ausgestattet kurzen ausflug zürich benötigst lage perfekt nähe stadt zentrum extrem gut angebunden straßenbahnen 510 minuten checkin checkout einfachsten je erlebt ideal späte ankünfte vorzeitige abreisen alex proaktiv informationen geschickt brauchte müllhandhabung ruhezeiten usw internetverbindung gut genug netflix streamen stabil genug frühen zoomanruf positiver hinweis mehr genug kaffee hochwertiger kaffee kapseln bekommt monat halten insgesamt positive erfahrung
2949;397;4.56;Ich fahre beruflich nach Zürich, also brauchte im Grunde nur einen Ort zum Schlafen und Duschen. Das Bett war klar und komfortabel, die Unterkunft war warm und gemütlich. Die Dusche hatte einen fantastischen Wasserfluss. Es war alles, was ich brauchte.;fahre beruflich zürich brauchte grunde ort schlafen duschen bett klar komfortabel unterkunft warm gemütlich dusche fantastischen wasserfluss brauchte
2950;397;4.56;sehr schön;schön
2951;398;4.89;"Schönes Haus in großartiger Lage in der Nähe des Sees.
Jonny ist ein großartiger Gastgeber. Und es war einfach, zu kommunizieren (in weiter Ferne).";schönes haus großartiger lage nähe see jonny großartiger gastgeber einfach kommunizieren ferne
2952;398;4.89;"Ich lebe seit 2 Monaten entweder in Hotels oder auf Airbnb in der Schweiz, und um fair zu sein, denke ich, dass ich eine ehrliche Bewertung abgeben sollte.

Airbnb sollte eine Kategorie erstellen, um Orte zu unterscheiden, die leeren Stauraum für Gäste hat oder nicht angeboten wird.

Jonnys Wohnung hat Charakter, aber es gibt auch viele seiner eigenen Sachen, und einige der Dinge sind staubig. Der Ort ist unordentlicher als auf den Fotos, z. B. wird der lange Schreibtisch im Hauptschlafzimmer von einem Satz Plattenspieler bewohnt. Wir müssen von unserem Gepäck auf dem Boden leben. Da es keinen leeren Platz für meine eigenen Sachen gibt, fühlte ich mich gestresst, wenn ich meine eigenen Sachen herausnehme und versuche, sie nicht mit seinen Sachen zu mischen.

Eines Abends haben wir eine falsche Jacke aus einem Restaurant zurückgenommen und in den Kleiderständer am Eingang gelegt. Das ist uns gar nicht aufgefallen, weil es auch mehrere seiner eigenen Jacken gibt. Erst am letzten Tag haben wir es bemerkt und ich muss es ins Restaurant zurückgeben. Der obige Vorfall ist total meine eigene Schuld, nichts mit dem Gastgeber zu tun.

Außerdem denke ich, dass Airbnb dem Gastgeber zeigen sollte, wie groß die Unterkunft ist.

Ich habe die Unterkunft für 4 Personen gebucht. Und ich verstehe von Jonny, dass es ein Schlafsofa gibt. Nachdem das Sofa jedoch ausgezogen war, ist der Raum sehr eng.

Auch in der ersten Nacht stehen nur 2 sehr dünne Decken zur Verfügung, die nicht warm genug sind. Meine Jungs müssen eine Nacht lang in der Kälte schlafen. Am nächsten Tag kam Jonny und gab 2 dickere Decken.

In der ersten Nacht ging uns das heiße Wasser aus, die dritte Person duschte in lauwarmem Wasser und die vierte in kaltem Wasser. Jonny erklärte später, dass es insgesamt 30 Minuten lang heißes Wasser gibt. Also ab dem nächsten Tag haben wir für jede Person genau 5 Minuten Zeit, damit es in Ordnung ist.

Ich habe die Waschmaschine unten benutzt. Wasser brach aus und überflutete den Boden. Ich kann keinen Mopp im Haus finden, also benutzte ich die Badezimmermatte, um das Wasser abzuwischen. Ich habe Jonny davon erzählt. Er bot eine weitere Waschmaschine an, die direkt am nächsten Block benutzt werden konnte, was in Ordnung ist. Ich verstehe Unfälle wie diese. Johnny sagte, er wird kommen, während wir am nächsten Tag draußen waren. Aber als ich zurückkehrte, fand ich die nasse Badezimmermatte noch da.

Die Unterkunft befindet sich in einer guten Lage, wie angegeben, die Kinoleinwand funktioniert gut und meine Kinder haben sich nachts gerne Filme angesehen. Das Bett im Hauptschlafzimmer ist bequem.

Ich würde sagen, wenn die Unterkunft für 2 Personen ist, wäre das Erlebnis wahrscheinlich besser. In der Kellertoilette gibt es keine Dusche, aber das obere Badezimmer hat keine Tür und Glaswand.

Johnny reagiert auf Nachrichten. Seine Unterkunft hat das Potenzial, sich zu verbessern.";lebe seit 2 monaten entweder hotel airbnb schweiz fair denke ehrliche bewertung abgeben airbnb kategorie erstellen orte unterscheiden leeren stauraum gäste angeboten jonnys wohnung charakter gibt viele eigenen sachen dinge staubig ort unordentlicher fotos z b lange schreibtisch hauptschlafzimmer satz plattenspieler bewohnt müssen gepäck boden leben leeren platz eigenen sachen gibt fühlte gestresst eigenen sachen herausnehme versuche sachen mischen abends falsche jacke restaurant zurückgenommen kleiderständer eingang gelegt gar aufgefallen mehrere eigenen jacken gibt erst letzten tag bemerkt restaurant zurückgeben obige vorfall total eigene schuld gastgeber tun außerdem denke airbnb gastgeber zeigen groß unterkunft unterkunft 4 personen gebucht verstehe jonny schlafsofa gibt nachdem sofa jedoch ausgezogen raum eng ersten nacht stehen 2 dünne decken verfügung warm genug jung müssen nacht lang kälte schlafen nächsten tag kam jonny gab 2 dickere decken ersten nacht ging heiße wasser dritte person duschte lauwarmem wasser vierte kaltem wasser jonny erklärte später insgesamt 30 minuten lang heißes wasser gibt ab nächsten tag person genau 5 minuten zeit ordnung waschmaschine unten benutzt wasser brach überflutete boden mopp haus finden benutzte badezimmermatte wasser abzuwischen jonny davon erzählt bot weitere waschmaschine direkt nächsten block benutzt konnte ordnung verstehe unfälle johnny sagte kommen nächsten tag draußen zurückkehrte fand nasse badezimmermatte unterkunft befindet guten lage angegeben kinoleinwand funktioniert gut kinder nachts gerne filme angesehen bett hauptschlafzimmer bequem sagen unterkunft 2 personen wäre erlebnis wahrscheinlich besser kellertoilette gibt dusche obere badezimmer tür glaswand johnny reagiert nachrichten unterkunft potenzial verbessern
2953;398;4.89;Jonny ist ein großartiger Gastgeber, der alle unsere Bedürfnisse sehr schnell und effizient erfüllt hat. Die Unterkunft selbst ist sehr gemütlich, schön, ruhig und sauber. Sehr günstige Lage, direkt am Bahnhof (aber trotzdem sehr ruhig). Für einen schönen Aufenthalt in Seefeld definitiv zu empfehlen.;jonny großartiger gastgeber bedürfnisse schnell effizient erfüllt unterkunft gemütlich schön ruhig sauber günstige lage direkt bahnhof trotzdem ruhig schönen aufenthalt seefeld definitiv empfehlen
2954;398;4.89;Schönes sauberes Haus in günstiger Lage.;schönes sauberes haus günstiger lage
2955;399;5.0;Super einfach, sehr sauber und schön;super einfach sauber schön
2956;400;5.0;Schöne und saubere Wohnung. Günstig im Herzen der Stadt gelegen. Katarina ist eine großartige Gastgeberin. Vielen Dank für die schöne Unterkunft;schöne saubere wohnung günstig herzen stadt gelegen katarina großartige gastgeberin vielen dank schöne unterkunft
2957;400;5.0;"Toller Aufenthalt in Zürich
Ein Kurzurlaub in Luzern, der einen Besuch wert ist";toller aufenthalt zürich kurzurlaub luzern besuch wert
2958;400;5.0;Toller Fund und Lage! Alles in der Nähe! Der Bahnhof war nur wenige Gehminuten entfernt und das beliebte Restaurant/Restaurant war direkt vor der Tür!!;toller fund lage nähe bahnhof wenige gehminuten entfernt beliebte restaurantrestaurant direkt tür
2959;400;5.0;"Ich hatte einen tollen Aufenthalt in Katarinas Wohnung! Die Unterkunft war sauber, gut ausgestattet, großzügig, organisiert und Katarina enthielt einige nette Details. Katarina selbst war wahrscheinlich die beste Gastgeberin, der ich jemals auf Airbnb begegnet bin. Sie war super klar, machte den Check-in und Check-out einfach und stand zur Verfügung, um alle meine Fragen zu beantworten. Sie war auch so großzügig mit Empfehlungen in und um Zürich, um meinen Aufenthalt so angenehm wie möglich zu gestalten. Ich kann dieses Inserat nicht genug empfehlen!
Mehr anzeigen";tollen aufenthalt katarinas wohnung unterkunft sauber gut ausgestattet großzügig organisiert katarina enthielt nette detail katarina wahrscheinlich beste gastgeberin jemals airbnb begegnet super klar machte checkin checkout einfach stand verfügung fragen beantworten großzügig empfehlungen zürich aufenthalt angenehm möglich gestalt inserat genug empfehlen mehr anzeigen
2960;400;5.0;Toller Aufenthalt!;toller aufenthalt
2961;400;5.0;"süße charmante Unterkunft, sehr gut ausgestattet, makellos. Gemütliches bequemes Bett und eine gute Dusche! Tolle Lage. Katarina antwortet SOFORT auf Nachrichten, gab uns tolle Empfehlungen für Restaurants, Cafés, Märkte. Wir haben unsere Reise wirklich zu etwas Besonderem gemacht.
Mehr anzeigen";süße charmante unterkunft gut ausgestattet makellos gemütliches bequemes bett gute dusche tolle lage katarina antwortet sofort nachrichten gab tolle empfehlungen restaurant cafés märkte reise wirklich besonderem gemacht mehr anzeigen
2962;401;4.8;",
 · Last-minute-reise
Die WLAN-VERBINDUNG war sehr gut, ich habe dort eine Woche lang aus der Ferne gearbeitet und Videotelefonate gemacht und programmiert. Die Wohnung ist sehr sauber, sie ist groß, mit einer tollen Aussicht und in der Nähe des Sees und der Geschäfte. Total empfehlenswert.";lastminutereise wlanverbindung gut woche lang ferne gearbeitet videotelefonate gemacht programmiert wohnung sauber groß tollen aussicht nähe see geschäfte total empfehlenswert
2963;401;4.8;"Alexandra ist eine großartige Gastgeberin. Die Wohnung ist sehr gemütlich, es ist alles da, was man braucht.
Kaffeemaschine, alle notwendigen Utensilien, Toaster (wir haben sogar Brötchen im Ofen gebacken).
Leckerer Tee und Kaffee.
Das Schlafzimmer ist ruhig und angenehm, das Bett ist bequem.
Der Tisch und die Stühle im Wohnzimmer sind bequem für die Arbeit und viel Licht im Zimmer.
Die Wohnung ist sehr stilvoll und anspruchsvoll eingerichtet.
Das Fenster bietet einen schönen Blick auf den Sonnenuntergang.


Wir sind dankbar für diese Erfahrung und kommen gerne wieder!


Vielen Dank!
Mehr anzeigen";alexandra großartige gastgeberin wohnung gemütlich braucht kaffeemaschine notwendigen utensilien toaster sogar brötchen ofen gebacken leckerer tee kaffee schlafzimmer ruhig angenehm bett bequem tisch stühle wohnzimmer bequem arbeit licht zimmer wohnung stilvoll anspruchsvoll eingerichtet fenster bietet schönen blick sonnenuntergang dankbar erfahrung kommen gerne vielen dank mehr anzeigen
2964;401;4.8;",
 · Last-minute-reise
Eine geschmackvoll eingerichtete Wohnung mit 2 Zimmern. Die Kommunikation mit Alexandra war sehr einfach und sie antwortete immer schnell. Die Lage ist sehr gut, Bahnhof Stadelhofen und der See sind in der Nähe. Öffentliche Verkehrsmittel sind weniger als 10 Gehminuten entfernt.
Mehr anzeigen";lastminutereise geschmackvoll eingerichtete wohnung 2 zimmern kommunikation alexandra einfach antwortete immer schnell lage gut bahnhof stadelhofen see nähe öffentliche verkehrsmittel weniger 10 gehminuten entfernt mehr anzeigen
2965;401;4.8;",
 · Last-minute-reise
Tolle Wohnung. Viele kleine „Geschenke“, die geschätzt werden: Wein, Espressokapseln usw.";lastminutereise tolle wohnung viele kleine geschenke geschätzt wein espressokapseln usw
2966;402;4.61;"Diese Unterkunft war unglaublich. Die Lage ist großartig, da es ziemlich nah an der Straßenbahnhaltestelle liegt, und es gibt auch einen Markt in der Nähe.
Der Gastgeber reagierte sehr schnell auf Fragen und war sehr gastfreundlich. Die Unterkunft war ziemlich sauber und hatte wirklich schöne einladende Akzente.
Ich würde sie definitiv empfehlen 🥳";unterkunft unglaublich lage großartig ziemlich nah straßenbahnhaltestelle liegt gibt markt nähe gastgeber reagierte schnell fragen gastfreundlich unterkunft ziemlich sauber wirklich schöne einladende akzente definitiv empfehlen
2967;402;4.61;"Vorteile: tolle Lage, in der Nähe von Straßenbahn-/Zughaltestelle und Supermärkten. Die Gastgeber waren sehr reaktionsschnell und die Kommunikation war gut.

Nachteile: Die Wohnung ist ziemlich alt und das lässt sie schmutzig aussehen. Es gab keine Mikrowelle. Die Dielen knarren sehr und man kann Nachbarn besonders nachts hören.";vorteile tolle lage nähe straßenbahnzughaltestelle supermärkten gastgeber reaktionsschnell kommunikation gut nachteile wohnung ziemlich alt lässt schmutzig aussehen gab mikrowelle dielen knarren nachbarn besonders nachts hören
2968;402;4.61;"Es war ein tolles Erlebnis, in Daniella zu wohnen. Meine Schwester und ihre Familie liebten es, dort zu bleiben. Der Ort ist in der Nähe von öffentlichen Verkehrsmitteln, was es ihnen so viel einfacher macht, durch die Stadt zu schlendern.

Danke";tolles erlebnis daniella wohnen schwester familie liebten bleiben ort nähe öffentlichen verkehrsmitteln einfacher macht stadt schlendern danke
2969;403;5.0;"Die Unterkunft war super sauber und ordentlich und der Gastgeber war super reaktionsschnell !
Ich kannte Zürich bereits, also wusste ich, dass die Unterkunft sehr praktisch war.
Die Wohnung ist ruhig und still, hell und super komfortabel.
Alexandre war sehr hilfsbereit, und sein Reiseführer war genau richtig, ich wünschte, alle Gastgeber könnten das tun.
Habe auch etwas Schweizer Schokolade für uns auf dem Tisch gelassen, das war wirklich süß !
Zu empfehlen !
Mehr anzeigen";unterkunft super sauber ordentlich gastgeber super reaktionsschnell kannte zürich bereits wusste unterkunft praktisch wohnung ruhig still hell super komfortabel alexandre hilfsbereit reiseführer genau richtig wünschte gastgeber könnten tun schweizer schokolade tisch gelassen wirklich süß empfehlen mehr anzeigen
2970;403;5.0;Sehr schöne und gemütliche Wohnung. Wenn ich das nächste Mal nach Zürich reise, werde ich dieses Apartment trotzdem wählen.;schöne gemütliche wohnung nächste mal zürich reise apartment trotzdem wählen
2971;403;5.0;"Vielen Dank Alexandre für deinen herzlichen Empfang, mit einer kleinen Schachtel Schokolade :D

Wir haben unseren kurzen Aufenthalt in deiner Unterkunft sehr genossen, die gut gelegen, sehr sauber und geräumig war, mit praktischer Ausstattung (Videoprojektor, Küchenutensilien...). Das Bett war Kingsize-Bett und super bequem!

Die Umgebung rund um die Wohnung ist grün und beruhigend, perfekt für Spaziergänge in der Natur. Wenn wir wieder nach Zürich kommen, werden Fred und ich auf jeden Fall wieder deine Unterkunft buchen. :)

Emilie
Mehr anzeigen";vielen dank alexandre herzlichen empfang kleinen schachtel schokolade d kurzen aufenthalt unterkunft genossen gut gelegen sauber geräumig praktischer ausstattung videoprojektor küchenutensilien bett kingsizebett super bequem umgebung rund wohnung grün beruhigend perfekt spaziergänge natur zürich kommen fred fall unterkunft buchen emilie mehr anzeigen
2972;404;5.0;"Tolle Wohnung in einer wunderbaren Nachbarschaft! Zenya hat sehr schnell auf meine Fragen geantwortet und war immer hilfsbereit. Michael zeigte mir die Wohnung, als ich dort ankam, und war freundlich, hilfsbereit und einladend. Alles war sauber und alle Dinge, die man für einen angenehmen Aufenthalt braucht, waren vorhanden. Ich würde es definitiv empfehlen!
Mehr anzeigen";tolle wohnung wunderbaren nachbarschaft zenya schnell fragen geantwortet immer hilfsbereit michael zeigte wohnung ankam freundlich hilfsbereit einladend sauber dinge angenehmen aufenthalt braucht vorhanden definitiv empfehlen mehr anzeigen
2973;404;5.0;"Ich hatte dank Zenya und Michael einen tollen Aufenthalt in Seefeld.
Die Wohnung ist großartig - wirklich einfache Lage, in der Nähe des Sees und der Straßenbahnhaltestelle (3 Minuten), zu Fuß zum Zentrum von Zürich (15 Minuten) und vielen lokalen Geschäften, Bars und Restaurants.
Michael hat mir sein Fahrrad geliehen, was wirklich nützlich war, und die Wohnung hatte alles, was wir brauchten. Mein Hund Oscar wurde auch herzlich empfangen.
Das Beste an der Wohnung war Zenya, die sich bemüht hat, hilfsbereit und einladend zu sein, und ich habe das Gefühl, dass ich eine neue Freundin in ihr gefunden habe!

Sehr zu empfehlen 😊
Mehr anzeigen";dank zenya michael tollen aufenthalt seefeld wohnung großartig wirklich einfache lage nähe see straßenbahnhaltestelle 3 minuten fuß zentrum zürich 15 minuten vielen lokalen geschäften bar restaurant michael fahrrad geliehen wirklich nützlich wohnung brauchten hund oscar wurde herzlich empfangen beste wohnung zenya bemüht hilfsbereit einladend gefühl neue freundin gefunden empfehlen mehr anzeigen
2974;406;5.0;Diese Wohnung war fantastisch - sehr sauber und großartig gelegen. Meine einzige negative Bewertung ist, dass das Schlafsofa extrem unbequem ist, also würde ich das Airbnb höchstwahrscheinlich nur für zwei Personen empfehlen. Abgesehen davon war alles super! Vielen Dank!;wohnung fantastisch sauber großartig gelegen einzige negative bewertung schlafsofa extrem unbequem airbnb höchstwahrscheinlich zwei personen empfehlen abgesehen davon super vielen dank
2975;406;5.0;Sehr gute Wohnung im Herzen der Stadt und 5 Minuten vom Bahnhof entfernt. Sauber und ordentlich. Sehr empfehlenswert, wenn man nach Zürich reist.;gute wohnung herzen stadt 5 minuten bahnhof entfernt sauber ordentlich empfehlenswert zürich reist
2976;406;5.0;Sehr sauber, modern und gut gelegen in Bezug auf das Stadtzentrum und den Bahnhof;sauber modern gut gelegen bezug stadtzentrum bahnhof
2977;406;5.0;Sehr schöne Unterkunft!;schöne unterkunft
2978;409;5.0;Wunderschöne Wohnung, ausgezeichnete und günstige Lage, ganz in der Nähe von Supermarkt, Straßenbahn und Hauptbahnhof und zu sehr schönen Restaurants. Wir gingen viel zu Fuß, da viele Sehenswürdigkeiten zu Fuß erreichbar waren. Natalia ist eine großartige Gastgeberin, sehr rücksichtsvoll. Wir hatten eine fantastische Zeit. Danke Natalia;wunderschöne wohnung ausgezeichnete günstige lage ganz nähe supermarkt straßenbahn hauptbahnhof schönen restaurant gingen fuß viele sehenswürdigkeiten fuß erreichbar natalia großartige gastgeberin rücksichtsvoll fantastische zeit danke natalia
2979;409;5.0;Stilvolle und sehr saubere Wohnung in einer coolen Nachbarschaft. Ganz in der Nähe von öffentlichen Verkehrsmitteln, Lebensmittelgeschäften, trendigen Geschäften und tollen Restaurants und Cafés. Die Unterkunft war mit allem ausgestattet, was wir brauchten, und viel Platz für eine 4-köpfige Familie. Natalia war eine wunderbare Gastgeberin und sehr reaktionsschnell. Der Check-in war einfach. Wir würden definitiv wieder hier übernachten, wenn wir das nächste Mal in Zuerich sind.;stilvolle saubere wohnung coolen nachbarschaft ganz nähe öffentlichen verkehrsmitteln lebensmittelgeschäften trendigen geschäften tollen restaurant cafés unterkunft ausgestattet brauchten platz 4köpfige familie natalia wunderbare gastgeberin reaktionsschnell checkin einfach definitiv übernachten nächste mal zuerich
2980;409;5.0;Sehr schöne, komfortable Wohnung. Clever eingerichtet. Wunderbare Lage. Tolle Gastfreundschaft. Ich kann sie nur wärmstens empfehlen;schöne komfortable wohnung clever eingerichtet wunderbare lage tolle gastfreundschaft wärmstens empfehlen
2981;409;5.0;Natalia war sehr gastfreundlich und reaktionsschnell und sie gab großartige lokale Empfehlungen :) Ein großartiger Ort in Kreis 5;natalia gastfreundlich reaktionsschnell gab großartige lokale empfehlungen großartiger ort kreis 5
2982;409;5.0;Der Aufenthalt war toll. Es hat uns an nichts gemangelt, auch die Tipps vorab waren klasse.;aufenthalt toll gemangelt tipps vorab klasse
2983;409;5.0;"Super Wohnung, sauber , hell
Gute Kommunikation
Ausgezeichnete Lage";super wohnung sauber hell gute kommunikation ausgezeichnete lage
2984;409;5.0;Wunderschöne Wohnung, ausgezeichnete und günstige Lage, ganz in der Nähe von Supermarkt, Straßenbahn und Hauptbahnhof und zu sehr schönen Restaurants. Wir gingen viel zu Fuß, da viele Sehenswürdigkeiten zu Fuß erreichbar waren. Natalia ist eine großartige Gastgeberin, sehr rücksichtsvoll. Wir hatten eine fantastische Zeit. Danke Natalia;wunderschöne wohnung ausgezeichnete günstige lage ganz nähe supermarkt straßenbahn hauptbahnhof schönen restaurant gingen fuß viele sehenswürdigkeiten fuß erreichbar natalia großartige gastgeberin rücksichtsvoll fantastische zeit danke natalia
2985;409;5.0;Stilvolle und sehr saubere Wohnung in einer coolen Nachbarschaft. Ganz in der Nähe von öffentlichen Verkehrsmitteln, Lebensmittelgeschäften, trendigen Geschäften und tollen Restaurants und Cafés. Die Unterkunft war mit allem ausgestattet, was wir brauchten, und viel Platz für eine 4-köpfige Familie. Natalia war eine wunderbare Gastgeberin und sehr reaktionsschnell. Der Check-in war einfach. Wir würden definitiv wieder hier übernachten, wenn wir das nächste Mal in Zuerich sind.;stilvolle saubere wohnung coolen nachbarschaft ganz nähe öffentlichen verkehrsmitteln lebensmittelgeschäften trendigen geschäften tollen restaurant cafés unterkunft ausgestattet brauchten platz 4köpfige familie natalia wunderbare gastgeberin reaktionsschnell checkin einfach definitiv übernachten nächste mal zuerich
2986;409;5.0;Sehr schöne, komfortable Wohnung. Clever eingerichtet. Wunderbare Lage. Tolle Gastfreundschaft. Ich kann sie nur wärmstens empfehlen;schöne komfortable wohnung clever eingerichtet wunderbare lage tolle gastfreundschaft wärmstens empfehlen
2987;409;5.0;Natalia war sehr gastfreundlich und reaktionsschnell und sie gab großartige lokale Empfehlungen :) Ein großartiger Ort in Kreis 5;natalia gastfreundlich reaktionsschnell gab großartige lokale empfehlungen großartiger ort kreis 5
2988;409;5.0;Diese Wohnung befindet sich in perfekter zentraler Lage in Zürich, nur wenige Gehminuten von malerischen Orten, trendigen Bars und Restaurants, dem Hauptbahnhof und den öffentlichen Verkehrsmitteln entfernt. Obwohl es so zentral ist, befindet es sich in einer ruhigen, sicheren und niedlichen Straße. Die Wohnung ist sehr gemütlich, sauber, stilvoll und sehr geräumig. Wir haben Natalia nicht persönlich kennengelernt, aber die Kommunikation war sehr schnell und einfach und sie sorgte dafür, dass wir alles hatten, was wir brauchten, einschließlich einer umfangreichen Liste persönlicher Tipps für die Stadt! Ich würde es wärmstens empfehlen und hoffe, hier wieder übernachten zu können. Danke Natalia!;wohnung befindet perfekter zentraler lage zürich wenige gehminuten malerischen orten trendigen bar restaurant hauptbahnhof öffentlichen verkehrsmitteln entfernt obwohl zentral befindet ruhigen sicheren niedlichen straße wohnung gemütlich sauber stilvoll geräumig natalia persönlich kennengelernt kommunikation schnell einfach sorgte dafür brauchten einschließlich umfangreichen liste persönlicher tipps stadt wärmstens empfehlen hoffe übernachten danke natalia
2989;410;5.0;"Nathalie ist eine äußerst angenehme und kommunikative Gastgeberinininininininininin Ihre Wohnung ist wunderbar. Es gibt eine schöne Aussicht von ihrer Wohnung auf den See, und wenn du Glück mit dem Wetter hast, kannst du die Berge sehen. Es ist nur einen kurzen (<5-minütigen) Spaziergang zur Rigibahn oder ca.10 Gehminuten zur Bus-/Straßenbahn, die dich durch die ganze Stadt bringt. Die Lage ist super ruhig. Super komfortables Bett und ein schöner Schreibtisch für diejenigen, die arbeiten müssen. Danke Nathalie für den großartigen Aufenthalt.
Mehr anzeigen";nathalie äußerst angenehme kommunikative gastgeberinininininininininin wohnung wunderbar gibt schöne aussicht wohnung see glück wetter hast kannst berge sehen kurzen 5minütigen spaziergang rigibahn ca10 gehminuten busstraßenbahn ganze stadt bringt lage super ruhig super komfortables bett schöner schreibtisch diejenigen arbeiten müssen danke nathalie großartigen aufenthalt mehr anzeigen
